answer_rate,benchmark_type,bleu_4,frame_counts,input_type,judge_evaluated,judge_soft_accuracy,judge_strict_accuracy,judge_unjudgeable_rate,max_frames_per_item,meteor,modality,model_key,model_name,provider,rouge_l_f1,section
1.0,,0.3303275508838514,[],,1716,0.4784382284382284,0.42715617715617715,0.0,[],0.13562028399442208,,qwen_vl:Qwen3-VL-4B-Instruct:video:b80f79f2,,,0.26240832480629833,action
1.0,,0.5347120987709076,[],,1800,0.41194444444444445,0.40944444444444444,0.0,[],0.03182507114428029,,qwen_vl:Qwen3-VL-4B-Instruct:video:b80f79f2,,,0.07116141896910834,counting
1.0,,0.5846305878275394,[],,604,0.4602649006622517,0.423841059602649,0.0,[],0.21350229186931552,,qwen_vl:Qwen3-VL-4B-Instruct:video:b80f79f2,,,0.3741915502393892,depth_action
1.0,,0.5742242182628946,[],,412,0.279126213592233,0.279126213592233,0.0,[],0.05502663742043933,,qwen_vl:Qwen3-VL-4B-Instruct:video:b80f79f2,,,0.12103559870550161,depth_counting
1.0,,0.703105765010676,[],,472,0.5773305084745762,0.5741525423728814,0.0,[],0.0913300678019679,,qwen_vl:Qwen3-VL-4B-Instruct:video:b80f79f2,,,0.18954802259887005,depth_dynamic_counting
1.0,,0.6400238636781603,[],,524,0.5248091603053435,0.5229007633587787,0.0,[],0.2121871574920787,,qwen_vl:Qwen3-VL-4B-Instruct:video:b80f79f2,,,0.4372001090512541,depth_dynamic_recognition
1.0,,0.3482535578180423,[],,212,0.7452830188679245,0.7358490566037735,0.0,[],0.20775870237524946,,qwen_vl:Qwen3-VL-4B-Instruct:video:b80f79f2,,,0.44094356900960674,depth_navigation
1.0,,0.7993250370778496,[],,224,0.9464285714285714,0.9464285714285714,0.0,[],0.40997389434889436,,qwen_vl:Qwen3-VL-4B-Instruct:video:b80f79f2,,,0.8414540816326531,depth_non_common
1.0,,0.523753623901443,[],,196,0.4413265306122449,0.413265306122449,0.0,[],0.18762060949665008,,qwen_vl:Qwen3-VL-4B-Instruct:video:b80f79f2,,,0.2817801146432599,depth_object_recognition
1.0,,0.3149491005568484,[],,212,0.6816037735849056,0.6650943396226415,0.0,[],0.18279697110672913,,qwen_vl:Qwen3-VL-4B-Instruct:video:b80f79f2,,,0.3815510230658958,depth_scene_sequence
1.0,,0.37943281529908895,[],,200,0.6525,0.65,0.0,[],0.20677968434071467,,qwen_vl:Qwen3-VL-4B-Instruct:video:b80f79f2,,,0.42683333333333334,depth_spatial_reasoning
1.0,,0.6184735195314456,[],,1796,0.7319042316258352,0.7260579064587973,0.0,[],0.15488978432195516,,qwen_vl:Qwen3-VL-4B-Instruct:video:b80f79f2,,,0.32068570813002883,dynamic_counting
1.0,,0.4555918365086048,[],,1288,0.49145962732919257,0.47360248447204967,0.0,[],0.1706068426275514,,qwen_vl:Qwen3-VL-4B-Instruct:video:b80f79f2,,,0.35011126130210607,dynamic_recognition
1.0,,0.6180072545542638,[],,620,0.4693548387096774,0.4290322580645161,0.0,[],0.19364878814411918,,qwen_vl:Qwen3-VL-4B-Instruct:video:b80f79f2,,,0.35394300144300145,event_action
1.0,,0.8036581354084477,[],,556,0.4658273381294964,0.4658273381294964,0.0,[],0.047709201060204466,,qwen_vl:Qwen3-VL-4B-Instruct:video:b80f79f2,,,0.09592326139088729,event_counting
1.0,,0.8299102652378869,[],,520,0.5375,0.5346153846153846,0.0,[],0.04903846153846154,,qwen_vl:Qwen3-VL-4B-Instruct:video:b80f79f2,,,0.09807692307692308,event_dynamic_counting
1.0,,0.7704309801506094,[],,492,0.508130081300813,0.49796747967479676,0.0,[],0.24346021416621125,,qwen_vl:Qwen3-VL-4B-Instruct:video:b80f79f2,,,0.4848913507450093,event_dynamic_recognition
1.0,,0.41054443252996975,[],,216,0.3333333333333333,0.2962962962962963,0.0,[],0.11303788337445962,,qwen_vl:Qwen3-VL-4B-Instruct:video:b80f79f2,,,0.22261732004909393,event_navigation
