anls,answer_rate,answered,bleu_4,character_f1,conciseness_violation_rate,frame_counts,incremental_peak_gpu_gb_max,judge_evaluated,judge_label_counts,judge_soft_accuracy,judge_strict_accuracy,judge_strict_accuracy_ci95,judge_unjudgeable_rate,latency_mean_seconds,latency_median_seconds,latency_p95_seconds,max_frames_per_item,meteor,model_key,normalized_exact_match,peak_gpu_gb_max,repetition_rate,rouge_l_f1,section,status_counts,task_aware_score,task_aware_score_ci95,throughput_qa_per_hour,token_f1,token_f1_ci95,total
0.1657711700455935,1.0,1668,0.3295734872434501,0.47994433077417903,0.002997601918465228,[8],2.186,1668,"{""incorrect"": 545, ""correct"": 974, ""partially_correct"": 147, ""unjudgeable"": 2}",0.6287515006002401,0.5846338535414166,"{""mean"": 0.5846338535414166, ""low"": 0.5594237695078031, ""high"": 0.6074429771908764}",0.001199040767386091,2.528745443645084,2.5081,2.6366,[],0.14801179837046735,qwen_vl:Qwen3-VL-8B-Instruct:frame:5154eec0,0.14088729016786572,8.461,0.0005995203836930455,0.30151142410981596,action,"{""answered"": 1668}",0.36613707418034547,"{""mean"": 0.36613707418034547, ""low"": 0.3449167738736084, ""high"": 0.38623764540501737}",1423.6308399673267,0.30331300482326723,"{""mean"": 0.30331300482326723, ""low"": 0.2870591258868872, ""high"": 0.31991475143718057}",1668
0.04911871759074591,1.0,1744,0.5251465917993401,0.06959771535270419,0.0,[8],2.187,1744,"{""correct"": 848, ""incorrect"": 889, ""partially_correct"": 7}",0.4882454128440367,0.48623853211009177,"{""mean"": 0.48623853211009177, ""low"": 0.463302752293578, ""high"": 0.5103211009174312}",0.0,2.493631479357798,2.491,2.5052,[],0.03473887210876681,qwen_vl:Qwen3-VL-8B-Instruct:frame:5154eec0,0.04873853211009174,8.462,0.0,0.0797695375377674,counting,"{""answered"": 1744}",0.4782110091743119,"{""mean"": 0.4782110091743119, ""low"": 0.4547018348623853, ""high"": 0.5028669724770642}",1443.6776363310664,0.0797695375377674,"{""mean"": 0.0797695375377674, ""low"": 0.06878476912476578, ""high"": 0.09107856174110983}",1744
0.32986561046304713,1.0,604,0.5848718447184944,0.5729554768123665,0.0016556291390728477,[8],2.185,604,"{""partially_correct"": 55, ""correct"": 308, ""incorrect"": 241}",0.5554635761589404,0.5099337748344371,"{""mean"": 0.5099337748344371, ""low"": 0.4685430463576159, ""high"": 0.5513245033112583}",0.0,2.5240649006622515,2.5012,2.6559,[],0.2232451171294833,qwen_vl:Qwen3-VL-8B-Instruct:frame:5154eec0,0.29635761589403975,8.46,0.0,0.3940544339786108,depth_action,"{""answered"": 604}",0.42327067395644014,"{""mean"": 0.42327067395644014, ""low"": 0.38487584111123263, ""high"": 0.4581608164907967}",1426.2707742005587,0.3948822485481472,"{""mean"": 0.3948822485481472, ""low"": 0.35813157145611835, ""high"": 0.4292013268982468}",604
0.06830790568654646,1.0,412,0.5747030213697649,0.08887364900885125,0.0,[8],2.186,412,"{""incorrect"": 303, ""correct"": 109}",0.2645631067961165,0.2645631067961165,"{""mean"": 0.2645631067961165, ""low"": 0.22572815533980584, ""high"": 0.308252427184466}",0.0,2.500249757281553,2.4928,2.5444,[],0.04704470571123665,qwen_vl:Qwen3-VL-8B-Instruct:frame:5154eec0,0.06067961165048544,8.461,0.0,0.09741100323624595,depth_counting,"{""answered"": 412}",0.25728155339805825,"{""mean"": 0.25728155339805825, ""low"": 0.21601941747572814, ""high"": 0.29854368932038833}",1439.856154176441,0.09741100323624595,"{""mean"": 0.09741100323624595, ""low"": 0.0720873786407767, ""high"": 0.12645631067961166}",412
0.1716101694915254,1.0,472,0.7071609646633693,0.18865022896677933,0.0,[8],2.186,472,"{""correct"": 280, ""incorrect"": 184, ""partially_correct"": 8}",0.6016949152542372,0.5932203389830508,"{""mean"": 0.5932203389830508, ""low"": 0.5466101694915254, ""high"": 0.6377118644067796}",0.0,2.496966313559322,2.4912,2.5437,[],0.09865859391952166,qwen_vl:Qwen3-VL-8B-Instruct:frame:5154eec0,0.1716101694915254,8.462,0.0,0.20466101694915254,depth_dynamic_counting,"{""answered"": 472}",0.5529661016949152,"{""mean"": 0.5529661016949152, ""low"": 0.5084745762711864, ""high"": 0.5995762711864406}",1441.7495263956325,0.20466101694915254,"{""mean"": 0.20466101694915254, ""low"": 0.17005649717514124, ""high"": 0.23912429378531072}",472
0.43385128539934686,1.0,524,0.6420801816880658,0.5500110719706128,0.0,[8],2.186,524,"{""incorrect"": 223, ""correct"": 293, ""partially_correct"": 8}",0.566793893129771,0.5591603053435115,"{""mean"": 0.5591603053435115, ""low"": 0.5133587786259542, ""high"": 0.601145038167939}",0.0,2.5180908396946564,2.4937,2.6565,[],0.2336115998317017,qwen_vl:Qwen3-VL-8B-Instruct:frame:5154eec0,0.4083969465648855,8.462,0.0,0.47640857869865505,depth_dynamic_recognition,"{""answered"": 524}",0.5250090876045075,"{""mean"": 0.5250090876045075, ""low"": 0.48098873137041076, ""high"": 0.5639676481279535}",1429.6545395624169,0.47640857869865505,"{""mean"": 0.47640857869865505, ""low"": 0.43563249727371867, ""high"": 0.517275536168666}",524
0.2611492281303602,1.0,212,0.3550341371345623,0.4857137246478546,0.0,[8],2.186,212,"{""correct"": 165, ""partially_correct"": 5, ""incorrect"": 42}",0.7900943396226415,0.7783018867924528,"{""mean"": 0.7783018867924528, ""low"": 0.7216981132075472, ""high"": 0.8301886792452831}",0.0,2.502411320754717,2.4947,2.5609,[],0.22527256785609046,qwen_vl:Qwen3-VL-8B-Instruct:frame:5154eec0,0.25,8.462,0.0,0.4685309973045822,depth_navigation,"{""answered"": 212}",0.6792452830188679,"{""mean"": 0.6792452830188679, ""low"": 0.6226415094339622, ""high"": 0.7452830188679245}",1438.612417607771,0.4685309973045822,"{""mean"": 0.4685309973045822, ""low"": 0.4206199460916442, ""high"": 0.5183288409703504}",212
0.78125,1.0,224,0.7992745100596406,0.8262831992272065,0.008928571428571428,[8],2.187,224,"{""correct"": 219, ""incorrect"": 5}",0.9776785714285714,0.9776785714285714,"{""mean"": 0.9776785714285714, ""low"": 0.9553571428571429, ""high"": 0.9955357142857143}",0.0,2.5027830357142857,2.4921,2.5359,[],0.4169206768058809,qwen_vl:Qwen3-VL-8B-Instruct:frame:5154eec0,0.78125,8.463,0.0,0.8544491817706104,depth_non_common,"{""answered"": 224}",0.9621022429951002,"{""mean"": 0.9621022429951002, ""low"": 0.9364285119642263, ""high"": 0.9840665287093858}",1438.3987539585398,0.8544491817706104,"{""mean"": 0.8544491817706104, ""low"": 0.8142237821702107, ""high"": 0.890625}",224
0.11155143216706973,1.0,196,0.4966324841311207,0.39393486424863444,0.0,[8],2.192,196,"{""correct"": 77, ""incorrect"": 104, ""partially_correct"": 15}",0.43112244897959184,0.39285714285714285,"{""mean"": 0.39285714285714285, ""low"": 0.32653061224489793, ""high"": 0.4642857142857143}",0.0,2.5519219387755103,2.5313,2.6635,[],0.11790543511930072,qwen_vl:Qwen3-VL-8B-Instruct:frame:5154eec0,0.10714285714285714,8.464,0.0,0.18873501781665047,depth_object_recognition,"{""answered"": 196}",0.19427437641723355,"{""mean"": 0.19427437641723355, ""low"": 0.14501133786848072, ""high"": 0.2477891156462585}",1410.7014581047056,0.18873501781665047,"{""mean"": 0.18873501781665047, ""low"": 0.14233884029802396, ""high"": 0.23770651117589892}",196
0.17220951654913919,1.0,212,0.3197703601539622,0.37873324848128725,0.018867924528301886,[8],2.187,212,"{""incorrect"": 74, ""correct"": 135, ""partially_correct"": 3}",0.6438679245283019,0.6367924528301887,"{""mean"": 0.6367924528301887, ""low"": 0.5707547169811321, ""high"": 0.7028301886792453}",0.0,2.529401886792453,2.4955,2.6713,[],0.1705081781608872,qwen_vl:Qwen3-VL-8B-Instruct:frame:5154eec0,0.1650943396226415,8.462,0.0047169811320754715,0.36483924880151297,depth_scene_sequence,"{""answered"": 212}",0.5575471698113208,"{""mean"": 0.5575471698113208, ""low"": 0.4867924528301887, ""high"": 0.619811320754717}",1423.2613721045243,0.36483924880151297,"{""mean"": 0.36483924880151297, ""low"": 0.3170212648986234, ""high"": 0.4147534855082025}",212
