answer_rate,benchmark_type,bleu_4,frame_counts,input_type,judge_evaluated,judge_soft_accuracy,judge_strict_accuracy,judge_unjudgeable_rate,max_frames_per_item,meteor,modality,model_key,model_name,provider,rouge_l_f1,section
1.0,,0.3295734872434501,[8],,1668,0.6287515006002401,0.5846338535414166,0.001199040767386091,[],0.14801179837046735,,qwen_vl:Qwen3-VL-8B-Instruct:frame:5154eec0,,,0.30151142410981596,action
1.0,,0.5251465917993401,[8],,1744,0.4882454128440367,0.48623853211009177,0.0,[],0.03473887210876681,,qwen_vl:Qwen3-VL-8B-Instruct:frame:5154eec0,,,0.0797695375377674,counting
1.0,,0.5848718447184944,[8],,604,0.5554635761589404,0.5099337748344371,0.0,[],0.2232451171294833,,qwen_vl:Qwen3-VL-8B-Instruct:frame:5154eec0,,,0.3940544339786108,depth_action
1.0,,0.5747030213697649,[8],,412,0.2645631067961165,0.2645631067961165,0.0,[],0.04704470571123665,,qwen_vl:Qwen3-VL-8B-Instruct:frame:5154eec0,,,0.09741100323624595,depth_counting
1.0,,0.7071609646633693,[8],,472,0.6016949152542372,0.5932203389830508,0.0,[],0.09865859391952166,,qwen_vl:Qwen3-VL-8B-Instruct:frame:5154eec0,,,0.20466101694915254,depth_dynamic_counting
1.0,,0.6420801816880658,[8],,524,0.566793893129771,0.5591603053435115,0.0,[],0.2336115998317017,,qwen_vl:Qwen3-VL-8B-Instruct:frame:5154eec0,,,0.47640857869865505,depth_dynamic_recognition
1.0,,0.3550341371345623,[8],,212,0.7900943396226415,0.7783018867924528,0.0,[],0.22527256785609046,,qwen_vl:Qwen3-VL-8B-Instruct:frame:5154eec0,,,0.4685309973045822,depth_navigation
1.0,,0.7992745100596406,[8],,224,0.9776785714285714,0.9776785714285714,0.0,[],0.4169206768058809,,qwen_vl:Qwen3-VL-8B-Instruct:frame:5154eec0,,,0.8544491817706104,depth_non_common
1.0,,0.4966324841311207,[8],,196,0.43112244897959184,0.39285714285714285,0.0,[],0.11790543511930072,,qwen_vl:Qwen3-VL-8B-Instruct:frame:5154eec0,,,0.18873501781665047,depth_object_recognition
1.0,,0.3197703601539622,[8],,212,0.6438679245283019,0.6367924528301887,0.0,[],0.1705081781608872,,qwen_vl:Qwen3-VL-8B-Instruct:frame:5154eec0,,,0.36483924880151297,depth_scene_sequence
1.0,,0.3422339483253228,[8],,200,0.7425,0.74,0.0,[],0.1855038551438459,,qwen_vl:Qwen3-VL-8B-Instruct:frame:5154eec0,,,0.42523015873015874,depth_spatial_reasoning
1.0,,0.6098304580118734,[8],,1736,0.7479838709677419,0.7425115207373272,0.0,[],0.15337056949729572,,qwen_vl:Qwen3-VL-8B-Instruct:frame:5154eec0,,,0.31875975087380615,dynamic_counting
1.0,,0.4542407438384952,[8],,1252,0.5359424920127795,0.5231629392971247,0.0,[],0.18339077157989492,,qwen_vl:Qwen3-VL-8B-Instruct:frame:5154eec0,,,0.3810684864802641,dynamic_recognition
1.0,,0.6485684490732725,[8],,604,0.5554635761589404,0.5231788079470199,0.0,[],0.20587152680000642,,qwen_vl:Qwen3-VL-8B-Instruct:frame:5154eec0,,,0.37067019624966646,event_action
