answer_rate,benchmark_type,bleu_4,frame_counts,input_type,judge_evaluated,judge_soft_accuracy,judge_strict_accuracy,judge_unjudgeable_rate,max_frames_per_item,meteor,modality,model_key,model_name,provider,rouge_l_f1,section
1.0,,0.3321891330775462,[8],,1668,0.5719424460431655,0.5251798561151079,0.0,[],0.14395064761824097,,qwen_vl:Qwen3-VL-4B-Instruct:frame:908771f2,,,0.2838139588961605,action
1.0,,0.5242665033112891,[8],,1744,0.3838876146788991,0.3830275229357798,0.0,[],0.030826639328312408,,qwen_vl:Qwen3-VL-4B-Instruct:frame:908771f2,,,0.07070994396234435,counting
1.0,,0.5889220017836905,[8],,604,0.5488410596026491,0.49503311258278143,0.0,[],0.21905192521565459,,qwen_vl:Qwen3-VL-4B-Instruct:frame:908771f2,,,0.38294544939717473,depth_action
1.0,,0.57177717228103,[8],,412,0.25728155339805825,0.25728155339805825,0.0,[],0.046232189893651236,,qwen_vl:Qwen3-VL-4B-Instruct:frame:908771f2,,,0.09846278317152103,depth_counting
1.0,,0.7087405301583344,[8],,472,0.6038135593220338,0.6038135593220338,0.0,[],0.10372465462786605,,qwen_vl:Qwen3-VL-4B-Instruct:frame:908771f2,,,0.21511299435028247,depth_dynamic_counting
1.0,,0.6394312435783339,[8],,524,0.5372137404580153,0.5324427480916031,0.0,[],0.21580142414916897,,qwen_vl:Qwen3-VL-4B-Instruct:frame:908771f2,,,0.44453532048951894,depth_dynamic_recognition
1.0,,0.3549316575364735,[8],,212,0.6839622641509434,0.6698113207547169,0.0,[],0.1985114757394984,,qwen_vl:Qwen3-VL-4B-Instruct:frame:908771f2,,,0.40853548966756514,depth_navigation
1.0,,0.8026729290794699,[8],,224,0.9642857142857143,0.9642857142857143,0.0,[],0.4182117202710521,,qwen_vl:Qwen3-VL-4B-Instruct:frame:908771f2,,,0.8584041950113379,depth_non_common
1.0,,0.49101919848875614,[8],,196,0.4260204081632653,0.39285714285714285,0.0,[],0.16099666532595433,,qwen_vl:Qwen3-VL-4B-Instruct:frame:908771f2,,,0.23479526425954997,depth_object_recognition
1.0,,0.31903795279189806,[8],,212,0.6533018867924528,0.6462264150943396,0.0,[],0.17221089503949805,,qwen_vl:Qwen3-VL-4B-Instruct:frame:908771f2,,,0.35857713425511817,depth_scene_sequence
1.0,,0.3543971268722926,[8],,200,0.6175,0.61,0.0,[],0.18738835845119875,,qwen_vl:Qwen3-VL-4B-Instruct:frame:908771f2,,,0.4031904761904762,depth_spatial_reasoning
1.0,,0.6100539152092859,[8],,1736,0.7402073732718893,0.7367511520737328,0.0,[],0.15318640563859415,,qwen_vl:Qwen3-VL-4B-Instruct:frame:908771f2,,,0.31807526510867523,dynamic_counting
1.0,,0.45553734918175176,[8],,1252,0.5011980830670927,0.48242811501597443,0.0,[],0.17521428063103286,,qwen_vl:Qwen3-VL-4B-Instruct:frame:908771f2,,,0.3575822319795177,dynamic_recognition
1.0,,0.6419731290030343,[8],,604,0.5554635761589404,0.5115894039735099,0.0,[],0.2036570291909296,,qwen_vl:Qwen3-VL-4B-Instruct:frame:908771f2,,,0.36678509399097636,event_action
1.0,,0.7999809075729213,[8],,540,0.4185185185185185,0.4185185185185185,0.0,[],0.040740740740740744,,qwen_vl:Qwen3-VL-4B-Instruct:frame:908771f2,,,0.08148148148148149,event_counting
1.0,,0.8326528909321795,[8],,500,0.572,0.572,0.0,[],0.061,,qwen_vl:Qwen3-VL-4B-Instruct:frame:908771f2,,,0.122,event_dynamic_counting
1.0,,0.7799308666834811,[8],,476,0.49684873949579833,0.4789915966386555,0.0,[],0.26922054308012316,,qwen_vl:Qwen3-VL-4B-Instruct:frame:908771f2,,,0.5307723089235694,event_dynamic_recognition
1.0,,0.3806798774159905,[8],,212,0.32547169811320753,0.28773584905660377,0.0,[],0.08719537758026888,,qwen_vl:Qwen3-VL-4B-Instruct:frame:908771f2,,,0.16596572624936579,event_navigation
1.0,,0.9030274569435452,[8],,224,0.9821428571428571,0.9821428571428571,0.0,[],0.45926985659128516,,qwen_vl:Qwen3-VL-4B-Instruct:frame:908771f2,,,0.9303571428571429,event_non_common
1.0,,0.5932187813744636,[8],,212,0.5660377358490566,0.5283018867924528,0.0,[],0.2614627930474439,,qwen_vl:Qwen3-VL-4B-Instruct:frame:908771f2,,,0.4309521453389378,event_object_recognition
1.0,,0.27625075289615025,[8],,216,0.2777777777777778,0.19444444444444445,0.0,[],0.0962441734807844,,qwen_vl:Qwen3-VL-4B-Instruct:frame:908771f2,,,0.1278354378090277,event_scene_sequence
1.0,,0.4887259842288657,[8],,216,0.5277777777777778,0.5231481481481481,0.0,[],0.2673292506777928,,qwen_vl:Qwen3-VL-4B-Instruct:frame:908771f2,,,0.41156627238176086,event_spatial_reasoning
1.0,,0.4502551008148717,[8],,1792,0.5747767857142857,0.5714285714285714,0.0,[],0.17742889860943098,,qwen_vl:Qwen3-VL-4B-Instruct:frame:908771f2,,,0.37658746084015693,light_change
1.0,,0.30025619662629394,[8],,416,0.5156626506024097,0.4771084337349398,0.002403846153846154,[],0.13481488904705236,,qwen_vl:Qwen3-VL-4B-Instruct:frame:908771f2,,,0.23629556686813624,light_recognition
1.0,,0.3015687862078005,[8],,1704,0.5164512338425382,0.4964747356051704,0.0011737089201877935,[],0.12250695576325993,,qwen_vl:Qwen3-VL-4B-Instruct:frame:908771f2,,,0.2566056556712258,navigation
1.0,,0.3372745916594267,[8],,492,0.8648373983739838,0.8617886178861789,0.0,[],0.20336879106765243,,qwen_vl:Qwen3-VL-4B-Instruct:frame:908771f2,,,0.43795121789758606,non_common
1.0,,0.3566507954838575,[8],,396,0.41116751269035534,0.33756345177664976,0.005050505050505051,[],0.14980441144202994,,qwen_vl:Qwen3-VL-4B-Instruct:frame:908771f2,,,0.2486526412826449,object_recognition
1.0,,0.26064461218509594,[8],,1868,0.4285331905781585,0.38704496788008563,0.0,[],0.10775299512092536,,qwen_vl:Qwen3-VL-4B-Instruct:frame:908771f2,,,0.20368634622530948,scene_sequence
1.0,,0.2125733109405218,[8],,396,0.4217171717171717,0.4065656565656566,0.0,[],0.2130489507198055,,qwen_vl:Qwen3-VL-4B-Instruct:frame:908771f2,,,0.28560341615241736,spatial_reasoning
1.0,,0.3317328983778228,[8],,1604,0.43859102244389025,0.42768079800498754,0.0,[],0.13171257494212965,,qwen_vl:Qwen3-VL-4B-Instruct:frame:908771f2,,,0.2389968344435816,text_recognition
