answer_rate,benchmark_type,bleu_4,frame_counts,input_type,judge_evaluated,judge_soft_accuracy,judge_strict_accuracy,judge_unjudgeable_rate,max_frames_per_item,meteor,modality,model_key,model_name,provider,rouge_l_f1,section
1.0,,0.3345525296361133,[8],,1668,0.4952038369304556,0.4382494004796163,0.0,[],0.11661458244691146,,internvl:InternVL3_5-8B-Instruct:frame:ab6b8007,,,0.23699523398264405,action
1.0,,0.5316822307401369,[8],,1744,0.5335435779816514,0.5321100917431193,0.0,[],0.05561851298213591,,internvl:InternVL3_5-8B-Instruct:frame:ab6b8007,,,0.12087573075077737,counting
1.0,,0.5953821004632095,[8],,604,0.46192052980132453,0.42218543046357615,0.0,[],0.18273187921014875,,internvl:InternVL3_5-8B-Instruct:frame:ab6b8007,,,0.33562512402111155,depth_action
1.0,,0.5831557433708069,[8],,412,0.3094660194174757,0.308252427184466,0.0,[],0.07429379505908308,,internvl:InternVL3_5-8B-Instruct:frame:ab6b8007,,,0.1534250269687163,depth_counting
1.0,,0.7065622298214829,[8],,472,0.559322033898305,0.5529661016949152,0.0,[],0.1085080985072622,,internvl:InternVL3_5-8B-Instruct:frame:ab6b8007,,,0.2274364406779661,depth_dynamic_counting
1.0,,0.6435235839720853,[8],,524,0.5448473282442748,0.5305343511450382,0.0,[],0.22371256219534597,,internvl:InternVL3_5-8B-Instruct:frame:ab6b8007,,,0.4440856217573775,depth_dynamic_recognition
1.0,,0.3626636965030047,[8],,212,0.7264150943396226,0.7169811320754716,0.0,[],0.2193063996204525,,internvl:InternVL3_5-8B-Instruct:frame:ab6b8007,,,0.4388853546872415,depth_navigation
1.0,,0.7637485474391966,[8],,224,0.8504464285714286,0.8482142857142857,0.0,[],0.3653716091886922,,internvl:InternVL3_5-8B-Instruct:frame:ab6b8007,,,0.748242952484024,depth_non_common
1.0,,0.513382035831664,[8],,196,0.413265306122449,0.3877551020408163,0.0,[],0.11830189435754689,,internvl:InternVL3_5-8B-Instruct:frame:ab6b8007,,,0.18134515711046323,depth_object_recognition
1.0,,0.34744338553279475,[8],,212,0.6367924528301887,0.6320754716981132,0.0,[],0.17163510985794603,,internvl:InternVL3_5-8B-Instruct:frame:ab6b8007,,,0.35954425589954825,depth_scene_sequence
1.0,,0.3562073426504458,[8],,200,0.6675,0.66,0.0,[],0.19314800759429776,,internvl:InternVL3_5-8B-Instruct:frame:ab6b8007,,,0.4129646464646465,depth_spatial_reasoning
1.0,,0.6055856219110493,[8],,1736,0.6379608294930875,0.6324884792626728,0.0,[],0.1418034335576156,,internvl:InternVL3_5-8B-Instruct:frame:ab6b8007,,,0.2959988136543436,dynamic_counting
1.0,,0.4506507038601271,[8],,1252,0.4748201438848921,0.4572342126298961,0.0007987220447284345,[],0.15153587631563536,,internvl:InternVL3_5-8B-Instruct:frame:ab6b8007,,,0.3183919533909528,dynamic_recognition
1.0,,0.6373098688584875,[8],,604,0.47019867549668876,0.4337748344370861,0.0,[],0.15392820433983967,,internvl:InternVL3_5-8B-Instruct:frame:ab6b8007,,,0.274381110059918,event_action
1.0,,0.8106820249642787,[8],,540,0.6037037037037037,0.6037037037037037,0.0,[],0.07818093212830055,,internvl:InternVL3_5-8B-Instruct:frame:ab6b8007,,,0.15617283950617283,event_counting
1.0,,0.835595902728714,[8],,500,0.566,0.562,0.0,[],0.08384688995215311,,internvl:InternVL3_5-8B-Instruct:frame:ab6b8007,,,0.168,event_dynamic_counting
1.0,,0.7748514218784118,[8],,476,0.5955882352941176,0.5756302521008403,0.0,[],0.273923217707628,,internvl:InternVL3_5-8B-Instruct:frame:ab6b8007,,,0.5455182072829131,event_dynamic_recognition
1.0,,0.4365243207449458,[8],,212,0.38207547169811323,0.330188679245283,0.0,[],0.13950247306588695,,internvl:InternVL3_5-8B-Instruct:frame:ab6b8007,,,0.2598352119578535,event_navigation
