answer_rate,benchmark_type,bleu_4,frame_counts,input_type,judge_evaluated,judge_soft_accuracy,judge_strict_accuracy,judge_unjudgeable_rate,max_frames_per_item,meteor,modality,model_key,model_name,provider,rouge_l_f1,section
1.0,,0.34283316861062063,[8],,1668,0.4985011990407674,0.4430455635491607,0.0,[],0.12495433011980933,,internvl:InternVL3_5-4B-Instruct:frame:7aa99958,,,0.24550608431004114,action
1.0,,0.5654802357877148,[8],,1744,0.5762614678899083,0.5756880733944955,0.0,[],0.16444239665902577,,internvl:InternVL3_5-4B-Instruct:frame:7aa99958,,,0.3441081179913158,counting
1.0,,0.592270626229015,[8],,604,0.5,0.45695364238410596,0.0,[],0.19356960778988158,,internvl:InternVL3_5-4B-Instruct:frame:7aa99958,,,0.36540250588263834,depth_action
1.0,,0.5825848379836982,[8],,412,0.3106796116504854,0.3106796116504854,0.0,[],0.0835495589914022,,internvl:InternVL3_5-4B-Instruct:frame:7aa99958,,,0.17755432269995378,depth_counting
1.0,,0.7037559156604477,[8],,472,0.3665254237288136,0.3665254237288136,0.0,[],0.09101806422836753,,internvl:InternVL3_5-4B-Instruct:frame:7aa99958,,,0.19456214689265536,depth_dynamic_counting
1.0,,0.6203359660748813,[8],,524,0.45610687022900764,0.44274809160305345,0.0,[],0.1683909505557808,,internvl:InternVL3_5-4B-Instruct:frame:7aa99958,,,0.3485308372712953,depth_dynamic_recognition
1.0,,0.337807228900817,[8],,212,0.5400943396226415,0.5377358490566038,0.0,[],0.14973163787504565,,internvl:InternVL3_5-4B-Instruct:frame:7aa99958,,,0.31691374663072774,depth_navigation
1.0,,0.7753872910088977,[8],,224,0.7633928571428571,0.7633928571428571,0.0,[],0.325447838840696,,internvl:InternVL3_5-4B-Instruct:frame:7aa99958,,,0.6711734693877551,depth_non_common
1.0,,0.48935751822766627,[8],,196,0.3903061224489796,0.3622448979591837,0.0,[],0.10583868490759495,,internvl:InternVL3_5-4B-Instruct:frame:7aa99958,,,0.1783912374473599,depth_object_recognition
1.0,,0.3294290219520555,[8],,212,0.5919811320754716,0.5801886792452831,0.0,[],0.16461636979770963,,internvl:InternVL3_5-4B-Instruct:frame:7aa99958,,,0.357604798087595,depth_scene_sequence
1.0,,0.34139744158140806,[8],,200,0.645,0.645,0.0,[],0.17453179580899017,,internvl:InternVL3_5-4B-Instruct:frame:7aa99958,,,0.3834444444444444,depth_spatial_reasoning
1.0,,0.603845717318283,[8],,1736,0.4619815668202765,0.45564516129032256,0.0,[],0.1366582003514128,,internvl:InternVL3_5-4B-Instruct:frame:7aa99958,,,0.28821065327401735,dynamic_counting
1.0,,0.4362601911483039,[8],,1252,0.38777955271565495,0.36501597444089456,0.0,[],0.10913903739510951,,internvl:InternVL3_5-4B-Instruct:frame:7aa99958,,,0.2287221038947688,dynamic_recognition
