file_name,task_label,start_timestamp,end_timestamp,segment_confidence,segment_id,unit_index,pair_index,modality,section,question,answer,timestamp,confidence
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,0,1,rgb,action,What is my first action in the video?,Standing up from the desk.,,0.85
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,0,2,rgb,action,Why am I leaving the room?,To check the mailbox.,,0.85
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,0,3,rgb,action,What do I do when I reach the door in frame 001260?,I push it open.,,0.85
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,0,4,rgb,action,How do I navigate the hallway?,By walking straight down its center.,,0.85
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,0,5,rgb,action,What is the result of me walking down the stairs?,I reach the ground level outside.,,0.85
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,0,6,rgb,action,Am I carrying anything in my hands?,It doesn't appear so.,,0.85
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,0,7,rgb,action,Do I stop at any point in the hallway?,No.,,0.85
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,0,8,rgb,action,What is the final action in this segment?,Descending the stairs.,,0.85
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,1,1,rgb,counting,How many beds are in the starting room?,One.,,0.85
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,1,2,rgb,counting,How many desks are visible?,One.,,0.85
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,1,3,rgb,counting,How many grey doors do I pass in the hallway?,Four.,,0.85
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,1,4,rgb,counting,How many exit signs are visible in this segment?,One.,,0.85
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,1,5,rgb,counting,How many flights of stairs do I go down?,One.,,0.85
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,1,6,rgb,counting,How many posters are on the window sill?,One.,,0.85
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,1,7,rgb,counting,How many windows are in the first room?,One large window.,,0.85
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,1,8,rgb,counting,How many light switches are seen near the first door?,Two.,,0.85
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,1,9,rgb,counting,How many black chairs are in the room?,One.,,0.85
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,1,10,rgb,counting,How many handles are visible on the first grey door?,One.,,0.85
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,2,1,rgb,dynamic_counting,How many people pass me in the hallway?,None.,,0.85
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,2,2,rgb,dynamic_counting,Do any doors open on their own?,No.,,0.85
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,2,3,rgb,dynamic_counting,Are there any cars moving outside the window?,None are visible moving.,,0.85
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,2,4,rgb,dynamic_counting,How many pets are seen in the hallway?,None.,,0.85
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,2,5,rgb,dynamic_counting,Do any objects fall over as I walk?,No.,,0.85
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,2,6,rgb,dynamic_counting,Are there any birds visible through the window?,No.,,0.85
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,2,7,rgb,dynamic_counting,How many other people are using the stairs?,None.,,0.85
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,2,8,rgb,dynamic_counting,Does anyone else walk into the room?,No.,,0.85
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,3,1,rgb,dynamic_recognition,When do I start moving?,Around frame,,0.85
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,3,2,rgb,dynamic_recognition,At what point do I reach the hallway?,2. Around frame,,0.85
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,3,3,rgb,dynamic_recognition,When do I pass the first grey door?,3. Around frame,,0.85
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,3,4,rgb,dynamic_recognition,When is the exit sign first visible?,4. Around frame,,0.85
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,3,5,rgb,dynamic_recognition,When do I walk through the door into the stairwell area?,5. Around frame,,0.85
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,3,6,rgb,dynamic_recognition,When do my feet touch the metal grating of the stairs?,6. Around frame,,0.85
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,3,7,rgb,dynamic_recognition,Does the camera angle shift as I go down the stairs?,"7. Yes, it tilts downward.",,0.85
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,3,8,rgb,dynamic_recognition,How long does it take to walk the length of the hallway?,About 30 seconds.,,0.85
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,4,1,rgb,light_change,Does the room get darker as I move away from the window?,"Yes, slightly.",,0.85
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,4,2,rgb,light_change,Is the hallway brighter than the room?,"No, it is more consistent but slightly less intense than the window area.",,0.85
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,4,3,rgb,light_change,Does the lighting color change when entering the hallway?,"Yes, it changes from warm natural light to cool artificial light.",,0.85
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,4,4,rgb,light_change,Does a shadow fall over the camera in the stairwell?,"Yes, as I move under the overhang.",,0.85
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,4,5,rgb,light_change,Is there a glare on any surface in the hallway?,"Yes, on the polished floor and door handles.",,0.85
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,4,6,rgb,light_change,Does the light appear to come from above in the hallway?,"Yes, from ceiling strips.",,0.85
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,4,7,rgb,light_change,Is the stairwell more dimly lit than the hallway?,"Yes, it has more shadows.",,0.85
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,4,8,rgb,light_change,How does the light change as I approach the exit door?,It becomes much brighter.,,0.85
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,5,1,rgb,light_recongnition,What is the primary source of light in the starting room?,Natural daylight from the window.,,0.85
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,6,1,rgb,navigation,Which direction do I turn to leave the room?,Right.,,0.85
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,6,2,rgb,navigation,Do I walk straight or turn in the first hallway?,Straight.,,0.85
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,6,3,rgb,navigation,How many doors do I pass before turning toward the exit?,Four.,,0.85
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,6,4,rgb,navigation,Is the exit door on the left or right?,Straight ahead.,,0.85
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,6,5,rgb,navigation,"To reach the stairs, do I need to go through another door?",Yes.,,0.85
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,6,6,rgb,navigation,Which way do I turn after the exit sign?,Slightly left.,,0.85
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,6,7,rgb,navigation,Are the stairs located directly ahead of the exit door?,Yes.,,0.85
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,6,8,rgb,navigation,How many steps do I take in the hallway?,Approximately,,0.85
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,6,9,rgb,navigation,Do I go up or down to reach the mailbox?,9. Down.,,0.85
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,6,10,rgb,navigation,What is the shortest path to the stairs from the bedroom?,"Exit the room, walk down the hallway, and go through the door with the exit sign.",,0.85
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,7,1,rgb,non_common,Is there anything in the room that violates the laws of physics?,No.,,0.85
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,8,1,rgb,object_recognition,What color is the duvet on the bed in the initial room?,Light green.,,0.85
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,9,1,rgb,scene_sequence,What scene is shown at the very beginning of the video?,A bedroom or study.,,0.85
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,9,2,rgb,scene_sequence,What environment do I enter immediately after leaving the bedroom?,A hallway.,,0.85
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,9,3,rgb,scene_sequence,Do I pass any doors in the hallway?,"Yes, several grey doors.",,0.85
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,9,4,rgb,scene_sequence,What is the texture of the walls in the hallway?,Smooth and white.,,0.85
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,9,5,rgb,scene_sequence,Where do I go after walking through the hallway?,Toward a stairwell.,,0.85
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,9,6,rgb,scene_sequence,What type of stairs do I descend?,Metal grating stairs.,,0.85
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,9,7,rgb,scene_sequence,What did I pass just before reaching the stairs?,A doorway with an exit sign.,,0.85
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,9,8,rgb,scene_sequence,Is the stairwell inside or outside the main building structure?,It appears to be an external or semi-enclosed stairwell.,,0.85
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,9,9,rgb,scene_sequence,What is the sequence of floor types I walk on?,Carpet or linoleum to concrete to metal grating.,,0.85
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,9,10,rgb,scene_sequence,Which area connects the indoor hallway to the stairwell?,A doorway with an exit sign.,,0.85
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,10,1,rgb,spatial_reasoning,Where is the bed located in relation to the door when I leave the room?,To the left.,,0.85
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,11,1,rgb,text_recognition,What word is written at the top of the poster on the window sill?,REVOLUTION.,,0.85
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,11,2,rgb,text_recognition,What phrase is at the bottom of that same poster?,GAME OVER.,,0.85
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,11,3,rgb,text_recognition,What room numbers are listed on the grey door in the hallway?,"1'233, 1'234, and 1'235.",,0.85
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,11,4,rgb,text_recognition,What is the color of the text on the exit sign?,White.,,0.85
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,11,5,rgb,text_recognition,Where is the room number text located on the door?,Centered on the door panel.,,0.85
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,11,6,rgb,text_recognition,What symbol is depicted next to the arrow on the exit sign?,A running man.,,0.85
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,11,7,rgb,text_recognition,What is the orientation of the text on the Guy Fawkes poster?,Vertical along the edges.,,0.85
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,11,8,rgb,text_recognition,What does the text on the green sign indicate?,An emergency exit route.,,0.85
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,12,1,event,event_navigation,What direction do I turn to enter the stairwell after passing through the hallway door?,A right turn.,,0.85
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,13,1,event,event_non_common,Are there any floating objects or unrealistic motion patterns visible in the stairwell?,No.,,0.85
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,14,1,event,event_object_recognition,What distinct structural features create dense event clusters as I descend the stairs?,Parallel metal railings and steps.,,0.85
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,15,1,event,event_scene_sequence,What is the first environment I transition into after leaving my room?,A long interior hallway.,,0.85
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,16,1,event,event_spatial_reasoning,Where are the metal railings relative to my position as I walk down the stairs?,On my right side.,,0.85
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,17,1,depth,depth_navigation,How does the 3D layout change as I move from the hallway to the stairs?,Floor height drops downward.,,0.65
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,18,1,depth,depth_non_common,Are there any floating objects visible in the hallway depth?,No.,,0.65
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,19,1,depth,depth_object_recognition,What is the depth relationship between the stairs and the railing posts as I descend?,Stairs recede downward while posts stay lateral.,,0.65
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,20,1,depth,depth_scene_sequence,What space do I enter immediately after leaving the narrow corridor?,The stairwell.,,0.65
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,21,1,depth,depth_spatial_reasoning,Where is the railing positioned relative to the path as I enter the stairwell?,To the right side.,,0.65
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,22,1,ir,action,What is my first action?,Walking away from the desk.,,0.75
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,22,2,ir,action,What do I do when I reach the end of the indoor hallway?,Push open the exit door.,,0.75
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,22,3,ir,action,Am I running or walking?,Walking.,,0.75
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,22,4,ir,action,Do I interact with the jackets on the hooks?,No.,,0.75
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,22,5,ir,action,Do I pick up any shoes?,No.,,0.75
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,22,6,ir,action,What action do I take on the stairs?,Walking down.,,0.75
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,22,7,ir,action,Do I stop in the kitchen?,"No, I pass by.",,0.75
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,22,8,ir,action,What is the purpose of walking down the stairs?,To reach the courtyard/mailbox area.,,0.75
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,23,1,ir,counting,How many posters are on the desk?,One.,,0.75
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,23,2,ir,counting,How many sinks are in the kitchen area?,One.,,0.75
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,23,3,ir,counting,How many pairs of shoes are clearly visible on the floor?,At least four.,,0.75
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,23,4,ir,counting,How many jackets can you count on the hooks?,At least three.,,0.75
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,23,5,ir,counting,How many indoor hallways are traversed?,One main hallway with segments.,,0.75
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,23,6,ir,counting,How many metal staircases do I start descending?,One.,,0.75
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,23,7,ir,counting,How many external doors do I pass through?,One.,,0.75
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,23,8,ir,counting,How many drawer units are in the hallway?,One.,,0.75
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,23,9,ir,counting,How many windows are visible in the first room?,One large window.,,0.75
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,23,10,ir,counting,How many levels of the staircase do I reach in this segment?,One flight is started.,,0.75
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,24,1,ir,dynamic_counting,How many people are seen outside in the first frame?,Two distant figures.,,0.75
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,24,2,ir,dynamic_counting,Are there any moving cars in this segment?,No.,,0.75
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,24,3,ir,dynamic_counting,Do any pets cross the hallway?,No.,,0.75
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,24,4,ir,dynamic_counting,How many people pass me in the hallway?,Zero.,,0.75
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,24,5,ir,dynamic_counting,Are there dynamic objects in the kitchen?,No.,,0.75
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,24,6,ir,dynamic_counting,Does anyone walk up the stairs as I walk down?,No.,,0.75
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,24,7,ir,dynamic_counting,How many people are seen on the outdoor walkway?,None besides me.,,0.75
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,24,8,ir,dynamic_counting,Is any foliage moving in the wind outside?,No noticeable movement.,,0.75
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,25,1,ir,dynamic_recognition,Did anyone walk toward me in the hallway?,No.,,0.75
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,25,2,ir,dynamic_recognition,Did the door open automatically?,"No, I pushed it open.",,0.75
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,25,3,ir,dynamic_recognition,When did the figures outside disappear from view?,Around frame 000090 as I turned away.,,0.75
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,25,4,ir,dynamic_recognition,Did any vehicles pass by while I was on the stairs?,No.,,0.75
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,25,5,ir,dynamic_recognition,Did any birds fly across the frame?,No.,,0.75
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,25,6,ir,dynamic_recognition,Was the kitchen tap running?,No.,,0.75
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,25,7,ir,dynamic_recognition,Did I see any dynamic objects inside the building?,No.,,0.75
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,25,8,ir,dynamic_recognition,Did the window curtains move?,No.,,0.75
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,26,1,ir,light_change,Does it get brighter or darker as I walk through the door?,Brighter.,,0.75
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,26,2,ir,light_change,When does the most significant light change occur?,When exiting the building door.,,0.75
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,26,3,ir,light_change,Are there any lights on in the kitchen area?,"Yes, under-cabinet lighting is visible.",,0.75
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,26,4,ir,light_change,Does the outdoor light seem stronger than the indoor light?,"Yes, significantly.",,0.75
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,26,5,ir,light_change,Is there a shadow cast by the railing on the stairs?,"Yes, long shadows are visible on the walkway.",,0.75
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,26,6,ir,light_change,Do the light levels remain consistent throughout the segment?,"No, it changes from indoor to outdoor.",,0.75
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,26,7,ir,light_change,Is the bedroom brighter than the hallway?,The bedroom has window light making it fairly bright.,,0.75
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,26,8,ir,light_change,Does the sunlight create hotspots on the metal?,"Yes, the metal stairs show high thermal contrast from the sun.",,0.75
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,27,1,ir,light_recongnition,What is the primary light source once I exit the building?,Natural sunlight.,,0.75
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,28,1,ir,navigation,Which direction do I turn after exiting the bedroom?,Straight.,,0.75
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,28,2,ir,navigation,Do I go up or down the stairs?,Down.,,0.75
check_mailbox_day_rgb.mp4,walk to mailbox,00:00:00.000,00:01:04.000,0.9,check_mailbox_day_seg_001,28,3,ir,navigation,How do I get from the hallway to the outdoors?,Through the hallway exit door.,,0.75
