anls,answer_rate,answered,character_f1,conciseness_violation_rate,incremental_peak_gpu_gb_max,judge_evaluated,judge_label_counts,judge_soft_accuracy,judge_strict_accuracy,judge_strict_accuracy_ci95,judge_unjudgeable_rate,latency_mean_seconds,latency_median_seconds,latency_p95_seconds,modality,model_key,normalized_exact_match,peak_gpu_gb_max,repetition_rate,rouge_l_f1,status_counts,task_aware_score,task_aware_score_ci95,throughput_qa_per_hour,token_f1,token_f1_ci95,total
0.23637904538050702,1.0,764,0.41578137604311993,0.0,2.081,0,{},,,"{""mean"": null, ""low"": null, ""high"": null}",,0.6803765706806283,0.6263,0.9337,depth,internvl:InternVL3_5-4B-Instruct:frame:73289310,0.21596858638743455,7.237,0.0,0.29973663112714544,"{""answered"": 764}",0.39046684118673647,"{""mean"": 0.39046684118673647, ""low"": 0.35595549738219895, ""high"": 0.42172774869109947}",5291.187491066411,0.29973663112714544,"{""mean"": 0.29973663112714544, ""low"": 0.27093770317900284, ""high"": 0.3261291252975885}",764
0.30837711187520545,1.0,822,0.5122539194693141,0.0,2.068,0,{},,,"{""mean"": null, ""low"": null, ""high"": null}",,0.7404445255474452,0.6287,1.0996,event,internvl:InternVL3_5-4B-Instruct:frame:73289310,0.29075425790754256,7.224,0.0072992700729927005,0.3448883098518135,"{""answered"": 822}",0.38310161047387326,"{""mean"": 0.38310161047387326, ""low"": 0.34913007376511024, ""high"": 0.41709728498049664}",4861.944245368485,0.34571777236010814,"{""mean"": 0.34571777236010814, ""low"": 0.3139079898203986, ""high"": 0.3770576814372435}",822
0.21417796238261405,1.0,1561,0.4077798990587861,0.0019218449711723255,2.068,0,{},,,"{""mean"": null, ""low"": null, ""high"": null}",,0.7422349775784753,0.6276,1.091,ir,internvl:InternVL3_5-4B-Instruct:frame:73289310,0.19538757206918642,7.224,0.0064061499039077515,0.28916103628277845,"{""answered"": 1561}",0.37594574664794334,"{""mean"": 0.37594574664794334, ""low"": 0.35152383430162354, ""high"": 0.3992363569237368}",4850.216048487663,0.29097660259696934,"{""mean"": 0.29097660259696934, ""low"": 0.2705054755306446, ""high"": 0.31006055044175346}",1561
0.17977277644266268,1.0,2318,0.3900791201764887,0.0025884383088869713,2.151,0,{},,,"{""mean"": null, ""low"": null, ""high"": null}",,0.7335185936151855,0.6284,1.0931,rgb,internvl:InternVL3_5-4B-Instruct:frame:73289310,0.1635030198446937,7.307,0.003451251078515962,0.26028430773053224,"{""answered"": 2318}",0.3583272413761738,"{""mean"": 0.3583272413761738, ""low"": 0.3381696728055095, ""high"": 0.378380643535479}",4907.851050178846,0.26157014849103716,"{""mean"": 0.26157014849103716, ""low"": 0.2466689897821277, ""high"": 0.27686448405536507}",2318
0.15901570866187914,1.0,764,0.3076715773920101,0.03926701570680628,4.839,0,{},,,"{""mean"": null, ""low"": null, ""high"": null}",,2.3499893979057593,2.2753,2.6781,depth,molmo2:Molmo2-4B:frame:78bd9c18,0.14397905759162305,13.883,0.003926701570680628,0.21693662047985932,"{""answered"": 764}",0.3226461752134559,"{""mean"": 0.3226461752134559, ""low"": 0.2880902766149308, ""high"": 0.35568964776919076}",1531.9218049273836,0.21709060877674874,"{""mean"": 0.21709060877674874, ""low"": 0.19109671333185865, ""high"": 0.24367413116170172}",764
0.22316064014705006,1.0,822,0.37887363219210707,0.045012165450121655,4.839,0,{},,,"{""mean"": null, ""low"": null, ""high"": null}",,2.346328588807786,2.2752,2.6432,event,molmo2:Molmo2-4B:frame:78bd9c18,0.20194647201946472,13.883,0.012165450121654502,0.25689023930519583,"{""answered"": 822}",0.366712318588707,"{""mean"": 0.366712318588707, ""low"": 0.33838419901971156, ""high"": 0.39980234291960726}",1534.3119532244311,0.2578352340914315,"{""mean"": 0.2578352340914315, ""low"": 0.23115739990574077, ""high"": 0.2865005318593618}",822
0.20706416091345314,1.0,1561,0.3897499540969449,0.024343369634849454,4.839,0,{},,,"{""mean"": null, ""low"": null, ""high"": null}",,2.3488122998078156,2.2752,2.6597,ir,molmo2:Molmo2-4B:frame:78bd9c18,0.19282511210762332,13.883,0.0064061499039077515,0.27843673483060416,"{""answered"": 1561}",0.36367347916694176,"{""mean"": 0.36367347916694176, ""low"": 0.3407914075579381, ""high"": 0.3874515380364228}",1532.689521548641,0.28079451400270256,"{""mean"": 0.28079451400270256, ""low"": 0.26204313992928, ""high"": 0.3003952512259566}",1561
0.16585594503682702,1.0,2318,0.35613725690767606,0.0362381363244176,4.847,0,{},,,"{""mean"": null, ""low"": null, ""high"": null}",,2.363375884383089,2.2754,2.7895,rgb,molmo2:Molmo2-4B:frame:78bd9c18,0.15012942191544434,13.883,0.008628127696289905,0.2473689759452072,"{""answered"": 2318}",0.36952092020419813,"{""mean"": 0.36952092020419813, ""low"": 0.3503995771110647, ""high"": 0.38853038093847475}",1523.2447888583365,0.2502290811487492,"{""mean"": 0.2502290811487492, ""low"": 0.23579051320757552, ""high"": 0.2653579359669646}",2318
0.23377560483438645,1.0,764,0.3745073538606297,0.0,1.91,0,{},,,"{""mean"": null, ""low"": null, ""high"": null}",,1.268739005235602,1.2449,1.395,depth,qwen_vl:Qwen3-VL-4B-Instruct:frame:5841db6a,0.2198952879581152,4.77,0.0,0.2918114158659075,"{""answered"": 764}",0.3955049046052077,"{""mean"": 0.3955049046052077, ""low"": 0.36174575860439734, ""high"": 0.42887667887667885}",2837.463012600836,0.2918114158659075,"{""mean"": 0.2918114158659075, ""low"": 0.261151336416561, ""high"": 0.3202090798656657}",764
0.27145626697343045,1.0,822,0.4301340654125433,0.014598540145985401,1.909,0,{},,,"{""mean"": null, ""low"": null, ""high"": null}",,1.2970802919708029,1.2449,1.4541,event,qwen_vl:Qwen3-VL-4B-Instruct:frame:5841db6a,0.24817518248175183,4.768,0.0,0.32341690427418074,"{""answered"": 822}",0.45860381317621457,"{""mean"": 0.45860381317621457, ""low"": 0.42500640286848507, ""high"": 0.4917397426664637}",2775.464265616207,0.32412280076272115,"{""mean"": 0.32412280076272115, ""low"": 0.2950074137391136, ""high"": 0.3513671877108813}",822
0.2512511783350961,1.0,1561,0.4231807509223307,0.0006406149903907751,1.909,0,{},,,"{""mean"": null, ""low"": null, ""high"": null}",,1.2858571428571428,1.2446,1.4434,ir,qwen_vl:Qwen3-VL-4B-Instruct:frame:5841db6a,0.23126201153106982,4.768,0.0032030749519538757,0.33332319953019546,"{""answered"": 1561}",0.46519048505435134,"{""mean"": 0.46519048505435134, ""low"": 0.44125101246483106, ""high"": 0.48886043048562905}",2799.6889234529503,0.33600727386536294,"{""mean"": 0.33600727386536294, ""low"": 0.3161759021011711, ""high"": 0.35670857797370303}",1561
0.18713455999492376,1.0,2318,0.3728386920815065,0.004745470232959448,1.92,0,{},,,"{""mean"": null, ""low"": null, ""high"": null}",,1.2904054788610873,1.2458,1.4676,rgb,qwen_vl:Qwen3-VL-4B-Instruct:frame:5841db6a,0.16738567730802417,4.779,0.0,0.2802181652198696,"{""answered"": 2318}",0.44039636949525446,"{""mean"": 0.44039636949525446, ""low"": 0.4216569131219962, ""high"": 0.4601513004989971}",2789.820764847783,0.28282158408549884,"{""mean"": 0.28282158408549884, ""low"": 0.26754749034010505, ""high"": 0.29820923842088}",2318
