answer_rate,benchmark_type,bleu_4,frame_counts,input_type,judge_evaluated,judge_soft_accuracy,judge_strict_accuracy,judge_unjudgeable_rate,max_frames_per_item,meteor,modality,model_key,model_name,provider,rouge_l_f1,section
1.0,,0.35522396627224984,[8],,429,0.5384615384615384,0.4801864801864802,0.0,[],0.13765218981688573,,internvl:InternVL3_5-4B-Instruct:frame:73289310,,,0.2676567475518524,action
1.0,,0.5658254933505229,[8],,450,0.4722222222222222,0.4711111111111111,0.0,[],0.1317160475412682,,internvl:InternVL3_5-4B-Instruct:frame:73289310,,,0.27574466247654655,counting
1.0,,0.5745009851493363,[8],,151,0.4337748344370861,0.3973509933774834,0.0,[],0.15831771233716896,,internvl:InternVL3_5-4B-Instruct:frame:73289310,,,0.2995374750341638,depth_action
1.0,,0.5797748843380459,[8],,103,0.23300970873786409,0.23300970873786409,0.0,[],0.07126235294349756,,internvl:InternVL3_5-4B-Instruct:frame:73289310,,,0.14789644012944983,depth_counting
1.0,,0.7000096044421215,[8],,118,0.3135593220338983,0.3135593220338983,0.0,[],0.07816509321861685,,internvl:InternVL3_5-4B-Instruct:frame:73289310,,,0.16581920903954803,depth_dynamic_counting
1.0,,0.6344237616569228,[8],,131,0.5152671755725191,0.5038167938931297,0.0,[],0.19358224935944376,,internvl:InternVL3_5-4B-Instruct:frame:73289310,,,0.3935478007997092,depth_dynamic_recognition
1.0,,0.33124315955947126,[8],,53,0.5283018867924528,0.5283018867924528,0.0,[],0.13090165135026635,,internvl:InternVL3_5-4B-Instruct:frame:73289310,,,0.284366576819407,depth_navigation
1.0,,0.7649147837963094,[8],,56,0.6964285714285714,0.6964285714285714,0.0,[],0.28877143609286465,,internvl:InternVL3_5-4B-Instruct:frame:73289310,,,0.5977040816326531,depth_non_common
1.0,,0.49218032967112707,[8],,49,0.29591836734693877,0.2653061224489796,0.0,[],0.07496843281617718,,internvl:InternVL3_5-4B-Instruct:frame:73289310,,,0.11689342403628118,depth_object_recognition
1.0,,0.34799245621656205,[8],,53,0.7452830188679245,0.7358490566037735,0.0,[],0.21231298231572557,,internvl:InternVL3_5-4B-Instruct:frame:73289310,,,0.4501418177333827,depth_scene_sequence
1.0,,0.33291477504003847,[8],,50,0.62,0.62,0.0,[],0.17016364194348393,,internvl:InternVL3_5-4B-Instruct:frame:73289310,,,0.38571428571428573,depth_spatial_reasoning
1.0,,0.6221483660832284,[8],,449,0.5200445434298441,0.5144766146993318,0.0,[],0.1652008859693003,,internvl:InternVL3_5-4B-Instruct:frame:73289310,,,0.343626368682048,dynamic_counting
1.0,,0.4441891538307566,[8],,322,0.4751552795031056,0.46273291925465837,0.0,[],0.12783081465286425,,internvl:InternVL3_5-4B-Instruct:frame:73289310,,,0.26749107771212266,dynamic_recognition
1.0,,0.6448030278463256,[8],,155,0.42258064516129035,0.3870967741935484,0.0,[],0.1657028414980784,,internvl:InternVL3_5-4B-Instruct:frame:73289310,,,0.29092677931387606,event_action
1.0,,0.8287480823457433,[8],,139,0.4028776978417266,0.4028776978417266,0.0,[],0.12798182506626277,,internvl:InternVL3_5-4B-Instruct:frame:73289310,,,0.2589928057553957,event_counting
