anls,answer_length_chars,baseline_gpu_gb,benchmark_type,bleu_4,boolean_accuracy,character_f1,conciseness_violation,frame_count,ground_truth_answer,incremental_peak_gpu_gb,input_type,judge_error_type,judge_label,judge_model,judge_reason,judge_score,latency_seconds,max_frames_per_item,meteor,modality,model_answer,model_key,model_name,normalized_exact_match,numeric_accuracy,pair_key,peak_gpu_gb,provider,qa_id,question,reason,record_id,repetition_flag,repetition_ratio,rouge_l_f1,section,sequence_order_score,set_f1,source_path,status,task_aware_metric,task_aware_reason,task_aware_score,token_f1,token_precision,token_recall
0.0,9,6.266,native_day_night_video_answer_generation_v1,0.4608636396914616,,0.4999999999999999,False,,A blue raindrop pattern.,7.215,video,wrong_entity,incorrect,gemini-3.1-flash-lite,Wrong pattern description.,0.0,9.0131,,0.17241379310344826,rgb,blue dots,qwen_vl:Qwen3-VL-8B-Instruct:video:456be4f1,models/qwen/Qwen3-VL-8B-Instruct,0.0,,aligned_dataset/brew_tea_split/Seg1/rgb,13.482,qwen_vl,rgb__aligned_dataset_brew_tea_split_seg1_rgb__object_recognition__01,What is the pattern on the white teacup located to the left of the tea tray?,,b2b6697d58472b1a9bfbd8bf,False,0.0,0.4,object_recognition,0.0,0.0,outputs/benchmarks/vlm_native_video/results/qwen_vl_Qwen3-VL-8B-Instruct.json,answered,token_f1,General open-ended short answer.,0.4,0.4,0.5,0.3333333333333333
0.0,6,6.274,native_day_night_video_answer_generation_v1,0.36787944117144233,,0.6,False,,A ceramic teapot.,7.208,video,none,correct,gemini-3.1-flash-lite,Correct object.,1.0,7.9821,,0.2631578947368421,ir,teapot,qwen_vl:Qwen3-VL-8B-Instruct:video:456be4f1,models/qwen/Qwen3-VL-8B-Instruct,0.0,,aligned_dataset/brew_tea_split/Seg1/ir,13.482,qwen_vl,ir__aligned_dataset_brew_tea_split_seg1_ir__object_recognition__01,What is the specific object located on the heating plate between the patterned cup and the electric kettle?,,3d8ca0d1c7776a46b0812761,False,0.0,0.6666666666666666,object_recognition,0.0,0.0,outputs/benchmarks/vlm_native_video/results/qwen_vl_Qwen3-VL-8B-Instruct.json,answered,token_f1,General open-ended short answer.,0.6666666666666666,0.6666666666666666,1.0,0.5
0.0,31,6.274,native_day_night_video_answer_generation_v1,0.35930411196308426,,0.717948717948718,False,,A kettle and teapot.,7.206,video,missing_detail,partially_correct,gemini-3.1-flash-lite,"Misses one item, adds an extra one.",0.5,11.3283,,0.3125,event,"Teapot, cups, and a teapot lid.",qwen_vl:Qwen3-VL-8B-Instruct:video:456be4f1,models/qwen/Qwen3-VL-8B-Instruct,0.0,,aligned_dataset/brew_tea_split/Seg1/event,13.48,qwen_vl,event__aligned_dataset_brew_tea_split_seg1_event__event_object_recognition__01,What primary items are being manipulated on the table?,,f6010e859a7b5b25105db1bf,False,0.0,0.5,event_object_recognition,0.5,0.4,outputs/benchmarks/vlm_native_video/results/qwen_vl_Qwen3-VL-8B-Instruct.json,answered,set_f1,Ground truth contains multiple concepts.,0.4,0.5,0.4,0.6666666666666666
0.7777777777777778,7,6.274,native_day_night_video_answer_generation_v1,1.0,,0.9333333333333333,False,,A doorway.,7.206,video,none,correct,gemini-3.1-flash-lite,Matches reference.,1.0,8.6155,,0.5,depth,doorway,qwen_vl:Qwen3-VL-8B-Instruct:video:456be4f1,models/qwen/Qwen3-VL-8B-Instruct,1.0,,check_mailbox_split/Seg1/check_mailbox,13.481,qwen_vl,depth__check_mailbox_split_seg1_check_mailbox__depth_object_recognition__01,What is the primary geometric structure visible that connects two distinct spaces?,,6220351c199ced9d7eb3f4e8,False,0.0,1.0,depth_object_recognition,1.0,1.0,outputs/benchmarks/vlm_native_video/results/qwen_vl_Qwen3-VL-8B-Instruct.json,answered,token_f1,General open-ended short answer.,1.0,1.0,1.0,1.0
0.0,5,6.266,native_day_night_video_answer_generation_v1,0.015401555084618098,,0.1935483870967742,False,,It is located behind the teacup.,7.214,video,wrong_entity,incorrect,gemini-3.1-flash-lite,Wrong relative position.,0.0,9.2087,,0.0,rgb,right,qwen_vl:Qwen3-VL-8B-Instruct:video:456be4f1,models/qwen/Qwen3-VL-8B-Instruct,0.0,,aligned_dataset/brew_tea_split/Seg1/rgb,13.481,qwen_vl,rgb__aligned_dataset_brew_tea_split_seg1_rgb__spatial_reasoning__01,Where is the glass jar located relative to the patterned teacup?,,67481ce00cebd456bd6f33e5,False,0.0,0.0,spatial_reasoning,0.0,0.0,outputs/benchmarks/vlm_native_video/results/qwen_vl_Qwen3-VL-8B-Instruct.json,answered,token_f1,General open-ended short answer.,0.0,0.0,0.0,0.0
0.0,4,6.274,native_day_night_video_answer_generation_v1,0.8408964152537145,,0.25,False,,KEEP.,7.206,video,wrong_entity,incorrect,gemini-3.1-flash-lite,Wrong word.,0.0,6.4482,,0.0,rgb,COLE,qwen_vl:Qwen3-VL-8B-Instruct:video:456be4f1,models/qwen/Qwen3-VL-8B-Instruct,0.0,,aligned_dataset/brew_tea_split/Seg1/rgb,13.481,qwen_vl,rgb__aligned_dataset_brew_tea_split_seg1_rgb__text_recognition__01,What word is visible on one of the containers in the red basket?,,c1de0f9b6a115562a524b10e,False,0.0,0.0,text_recognition,0.0,0.0,outputs/benchmarks/vlm_native_video/results/qwen_vl_Qwen3-VL-8B-Instruct.json,answered,anls,Text-recognition answer.,0.0,0.0,0.0,0.0
0.0,3,6.274,native_day_night_video_answer_generation_v1,0.8408964152537145,,0.0,False,,96.,7.207,video,wrong_entity,incorrect,gemini-3.1-flash-lite,Wrong temperature.,0.0,6.4667,,0.0,rgb,100,qwen_vl:Qwen3-VL-8B-Instruct:video:456be4f1,models/qwen/Qwen3-VL-8B-Instruct,0.0,0.0,aligned_dataset/brew_tea_split/Seg1/rgb,13.482,qwen_vl,rgb__aligned_dataset_brew_tea_split_seg1_rgb__text_recognition__02,What is the temperature shown on the digital display in frame 000600?,,e974db288033fa3f9e6b7075,False,0.0,0.0,text_recognition,0.0,0.0,outputs/benchmarks/vlm_native_video/results/qwen_vl_Qwen3-VL-8B-Instruct.json,answered,anls,Text-recognition answer.,0.0,0.0,0.0,0.0
0.0,6,6.274,native_day_night_video_answer_generation_v1,0.8408964152537145,,0.4,False,,LOVE.,7.207,video,wrong_entity,incorrect,gemini-3.1-flash-lite,Wrong word.,0.0,6.4746,,0.0,rgb,COFFEE,qwen_vl:Qwen3-VL-8B-Instruct:video:456be4f1,models/qwen/Qwen3-VL-8B-Instruct,0.0,,aligned_dataset/brew_tea_split/Seg1/rgb,13.481,qwen_vl,rgb__aligned_dataset_brew_tea_split_seg1_rgb__text_recognition__03,What word is visible on another container near the first one in the red basket?,,2f034307c1d11d2a5a4d5b07,False,0.0,0.0,text_recognition,0.0,0.0,outputs/benchmarks/vlm_native_video/results/qwen_vl_Qwen3-VL-8B-Instruct.json,answered,anls,Text-recognition answer.,0.0,0.0,0.0,0.0
1.0,7,6.274,native_day_night_video_answer_generation_v1,1.0,,1.0,False,,Chinese.,7.206,video,none,correct,gemini-3.1-flash-lite,Matches reference.,1.0,6.4023,,0.5,rgb,Chinese,qwen_vl:Qwen3-VL-8B-Instruct:video:456be4f1,models/qwen/Qwen3-VL-8B-Instruct,1.0,,aligned_dataset/brew_tea_split/Seg1/rgb,13.48,qwen_vl,rgb__aligned_dataset_brew_tea_split_seg1_rgb__text_recognition__04,What language are the characters on the tea tray in?,,f097bfc0e6317ecf697daa7b,False,0.0,1.0,text_recognition,1.0,1.0,outputs/benchmarks/vlm_native_video/results/qwen_vl_Qwen3-VL-8B-Instruct.json,answered,anls,Text-recognition answer.,1.0,1.0,1.0,1.0
0.5,2,6.274,native_day_night_video_answer_generation_v1,0.8408964152537145,,0.5,False,,95.,7.207,video,none,correct,gemini-3.1-flash-lite,Matches reference.,1.0,6.4519,,0.0,rgb,96,qwen_vl:Qwen3-VL-8B-Instruct:video:456be4f1,models/qwen/Qwen3-VL-8B-Instruct,0.0,0.0,aligned_dataset/brew_tea_split/Seg1/rgb,13.481,qwen_vl,rgb__aligned_dataset_brew_tea_split_seg1_rgb__text_recognition__05,What is the temperature reading in frame 000690?,,06623a0a39d9ca24f9235f2a,False,0.0,0.0,text_recognition,0.0,0.0,outputs/benchmarks/vlm_native_video/results/qwen_vl_Qwen3-VL-8B-Instruct.json,answered,anls,Text-recognition answer.,0.5,0.0,0.0,0.0
