anls,answer_rate,answered,bleu_4,character_f1,conciseness_violation_rate,frame_counts,incremental_peak_gpu_gb_max,judge_evaluated,judge_label_counts,judge_soft_accuracy,judge_strict_accuracy,judge_strict_accuracy_ci95,judge_unjudgeable_rate,latency_mean_seconds,latency_median_seconds,latency_p95_seconds,max_frames_per_item,meteor,modality,model_key,normalized_exact_match,peak_gpu_gb_max,repetition_rate,rouge_l_f1,status_counts,task_aware_score,task_aware_score_ci95,throughput_qa_per_hour,token_f1,token_f1_ci95,total
0.2528647907394866,1.0,764,0.5733037978479497,0.4148824565207029,0.0,[8],2.115,764,"{""incorrect"": 361, ""correct"": 377, ""partially_correct"": 26}",0.5104712041884817,0.49345549738219896,"{""mean"": 0.49345549738219896, ""low"": 0.4581151832460733, ""high"": 0.5287958115183246}",0.0,1.1469681937172775,1.1293,1.2757,[],0.16396935871999593,depth,internvl:InternVL3_5-8B-Instruct:frame:14b0c2e5,0.2369109947643979,8.262,0.007853403141361256,0.3238615957067605,"{""answered"": 764}",0.4500253937965672,"{""mean"": 0.4500253937965672, ""low"": 0.41393732537865585, ""high"": 0.4833541676473614}",3138.7095298018207,0.32418882083765055,"{""mean"": 0.32418882083765055, ""low"": 0.2954955043074846, ""high"": 0.3539208191117646}",764
0.2616849797049479,1.0,822,0.6821701408043147,0.42902797455735175,0.0024330900243309003,[8],2.103,822,"{""correct"": 386, ""partially_correct"": 47, ""incorrect"": 389}",0.4981751824817518,0.46958637469586373,"{""mean"": 0.46958637469586373, ""low"": 0.4367396593673966, ""high"": 0.5036496350364964}",0.0,1.1829245742092458,1.1547,1.326,[],0.1672529588283393,event,internvl:InternVL3_5-8B-Instruct:frame:14b0c2e5,0.24817518248175183,8.249,0.025547445255474453,0.3061556043307868,"{""answered"": 822}",0.4266635770285405,"{""mean"": 0.4266635770285405, ""low"": 0.3949349244969683, ""high"": 0.4620505542038389}",3043.3047706414463,0.30676387683686956,"{""mean"": 0.30676387683686956, ""low"": 0.27767938333631764, ""high"": 0.3365047428916042}",822
0.20304960783406736,1.0,1561,0.4443858474823552,0.38061465982489984,0.0012812299807815502,[8],2.103,1561,"{""correct"": 807, ""incorrect"": 675, ""partially_correct"": 79}",0.5422805893657912,0.5169762972453555,"{""mean"": 0.5169762972453555, ""low"": 0.49391415759128765, ""high"": 0.5400384368994234}",0.0,1.1420268417680974,1.1112,1.3003,[],0.1462593335846046,ir,internvl:InternVL3_5-8B-Instruct:frame:14b0c2e5,0.18385650224215247,8.249,0.007046764894298526,0.28158703160622206,"{""answered"": 1561}",0.414784045251238,"{""mean"": 0.414784045251238, ""low"": 0.39288850163289624, ""high"": 0.4391265241606275}",3152.2901812241503,0.2838472358171149,"{""mean"": 0.2838472358171149, ""low"": 0.26528111461962345, ""high"": 0.30397096361848014}",1561
0.15215577324053414,1.0,2318,0.38045901789940323,0.3410144299787624,0.0004314063848144953,[8],2.186,2318,"{""partially_correct"": 132, ""incorrect"": 1055, ""correct"": 1131}",0.5163934426229508,0.48792062122519414,"{""mean"": 0.48792062122519414, ""low"": 0.46764452113891286, ""high"": 0.5090595340811044}",0.0,1.1505633735979293,1.131,1.2839,[],0.11683049406902175,rgb,internvl:InternVL3_5-8B-Instruct:frame:14b0c2e5,0.1363244176013805,8.332,0.0025884383088869713,0.2376813066331275,"{""answered"": 2318}",0.3885544264380843,"{""mean"": 0.3885544264380843, ""low"": 0.3697366898369217, ""high"": 0.40843722226483203}",3128.901964558844,0.23866976580366636,"{""mean"": 0.23866976580366636, ""low"": 0.22391730209950853, ""high"": 0.25237754606843094}",2318
0.20052782537076044,1.0,764,0.5356058742151943,0.34260484245576783,0.015706806282722512,[8],4.867,764,"{""incorrect"": 436, ""correct"": 317, ""partially_correct"": 11}",0.42212041884816753,0.41492146596858637,"{""mean"": 0.41492146596858637, ""low"": 0.38089005235602097, ""high"": 0.4476439790575916}",0.0,2.842308115183246,2.8036,3.0244,[],0.13622937192518483,depth,molmo2:Molmo2-8B:frame:f439be0c,0.18586387434554974,21.009,0.005235602094240838,0.266870506174864,"{""answered"": 764}",0.370513793173941,"{""mean"": 0.370513793173941, ""low"": 0.3381878243920129, ""high"": 0.40319144633896714}",1266.5762662285838,0.26702449447175347,"{""mean"": 0.26702449447175347, ""low"": 0.24093673325271725, ""high"": 0.29465321468901695}",764
0.23616116670655807,1.0,822,0.6662701789968615,0.3909424629930947,0.02068126520681265,[8],4.867,822,"{""incorrect"": 441, ""correct"": 359, ""partially_correct"": 22}",0.45012165450121655,0.4367396593673966,"{""mean"": 0.4367396593673966, ""low"": 0.402676399026764, ""high"": 0.4708029197080292}",0.0,2.8742945255474455,2.8282,3.0233,[],0.14882103919969406,event,molmo2:Molmo2-8B:frame:f439be0c,0.22141119221411193,21.009,0.004866180048661801,0.2745812278776368,"{""answered"": 822}",0.38169582512648204,"{""mean"": 0.38169582512648204, ""low"": 0.3480940794809408, ""high"": 0.41334916772872976}",1252.4812499214338,0.275702071788547,"{""mean"": 0.275702071788547, ""low"": 0.24532659131754253, ""high"": 0.3032296231641748}",822
0.20687852346346466,1.0,1561,0.4316646377586436,0.3779435370086917,0.009609224855861628,[8],4.867,1561,"{""correct"": 793, ""incorrect"": 701, ""partially_correct"": 67}",0.5294682895579756,0.5080076873798847,"{""mean"": 0.5080076873798847, ""low"": 0.484304932735426, ""high"": 0.5336322869955157}",0.0,2.8607567584881486,2.7996,3.1462,[],0.14626944951971296,ir,molmo2:Molmo2-8B:frame:f439be0c,0.18705957719410635,21.009,0.009609224855861628,0.2775599647887326,"{""answered"": 1561}",0.37603124725518594,"{""mean"": 0.37603124725518594, ""low"": 0.35384069069183993, ""high"": 0.39928094901237665}",1258.4082828148328,0.2794747255292806,"{""mean"": 0.2794747255292806, ""low"": 0.259678802831515, ""high"": 0.29971700233935894}",1561
0.1681158990403189,1.0,2318,0.37801015236986596,0.35813968022425835,0.02113891285591027,[8],4.875,2318,"{""incorrect"": 1025, ""correct"": 1197, ""partially_correct"": 96}",0.5371009490940466,0.5163934426229508,"{""mean"": 0.5163934426229508, ""low"": 0.49611734253666956, ""high"": 0.5362381363244176}",0.0,2.898186885245902,2.8116,3.2724,[],0.14087415592662833,rgb,molmo2:Molmo2-8B:frame:f439be0c,0.14969801553062986,21.009,0.004745470232959448,0.2527217031289289,"{""answered"": 2318}",0.38340440828836825,"{""mean"": 0.38340440828836825, ""low"": 0.36419737353020526, ""high"": 0.40162322000379724}",1242.155921112919,0.25567378837088567,"{""mean"": 0.25567378837088567, ""low"": 0.24145942896885558, ""high"": 0.2696415629871218}",2318
0.2533548513275913,1.0,764,0.5650878633220113,0.396357665039783,0.005235602094240838,[8],2.19,764,"{""correct"": 383, ""incorrect"": 370, ""partially_correct"": 11}",0.5085078534031413,0.5013089005235603,"{""mean"": 0.5013089005235603, ""low"": 0.46596858638743455, ""high"": 0.5340314136125655}",0.0,1.9054226439790576,1.8858,2.0375,[],0.1644188055929089,depth,qwen_vl:Qwen3-VL-8B-Instruct:frame:b7ab285f,0.2395287958115183,8.464,0.002617801047120419,0.3282273576791517,"{""answered"": 764}",0.45201728788495116,"{""mean"": 0.45201728788495116, ""low"": 0.4162104859562837, ""high"": 0.48456003963581806}",1889.3446088591622,0.3284455077664117,"{""mean"": 0.3284455077664117, ""low"": 0.2987026360901562, ""high"": 0.3571389154884774}",764
0.3022624964723213,1.0,822,0.7012960813908727,0.46266448856993564,0.004866180048661801,[8],2.188,822,"{""correct"": 457, ""partially_correct"": 35, ""incorrect"": 330}",0.5772506082725061,0.5559610705596107,"{""mean"": 0.5559610705596107, ""low"": 0.5231143552311436, ""high"": 0.5900243309002433}",0.0,1.917337712895377,1.9018,2.0957,[],0.19446242324411908,event,qwen_vl:Qwen3-VL-8B-Instruct:frame:b7ab285f,0.27858880778588807,8.462,0.0,0.3546100546072102,"{""answered"": 822}",0.4970783609469741,"{""mean"": 0.4970783609469741, ""low"": 0.4652966052601089, ""high"": 0.529345769126791}",1877.603499783892,0.35571073818964555,"{""mean"": 0.35571073818964555, ""low"": 0.3260478311214641, ""high"": 0.38472709519520054}",822
