answer_rate,benchmark_type,bleu_4,frame_counts,input_type,judge_evaluated,judge_soft_accuracy,judge_strict_accuracy,judge_unjudgeable_rate,max_frames_per_item,meteor,modality,model_key,model_name,provider,rouge_l_f1,section
1.0,,0.3468626637328003,[8],,429,0.5361305361305362,0.4731934731934732,0.0,[],0.12166954031090095,,internvl:InternVL3_5-8B-Instruct:frame:14b0c2e5,,,0.24758156434421347,action
1.0,,0.5405109418476243,[8],,450,0.6366666666666667,0.6355555555555555,0.0,[],0.05242647529147971,,internvl:InternVL3_5-8B-Instruct:frame:14b0c2e5,,,0.11692366892366893,counting
1.0,,0.591442814570079,[8],,151,0.3973509933774834,0.3576158940397351,0.0,[],0.15733768998181638,,internvl:InternVL3_5-8B-Instruct:frame:14b0c2e5,,,0.2897269267545855,depth_action
1.0,,0.5750420332643764,[8],,103,0.2524271844660194,0.2524271844660194,0.0,[],0.053972030999677116,,internvl:InternVL3_5-8B-Instruct:frame:14b0c2e5,,,0.10906148867313915,depth_counting
1.0,,0.7103274854340773,[8],,118,0.5211864406779662,0.5169491525423728,0.0,[],0.10997661354485619,,internvl:InternVL3_5-8B-Instruct:frame:14b0c2e5,,,0.22937853107344633,depth_dynamic_counting
1.0,,0.6351746855167291,[8],,131,0.549618320610687,0.5267175572519084,0.0,[],0.21449895285449197,,internvl:InternVL3_5-8B-Instruct:frame:14b0c2e5,,,0.4295710650672483,depth_dynamic_recognition
1.0,,0.35586239399978464,[8],,53,0.7169811320754716,0.7169811320754716,0.0,[],0.1943648129529265,,internvl:InternVL3_5-8B-Instruct:frame:14b0c2e5,,,0.3920588845117147,depth_navigation
1.0,,0.7537242874609352,[8],,56,0.8035714285714286,0.8035714285714286,0.0,[],0.3458241404669976,,internvl:InternVL3_5-8B-Instruct:frame:14b0c2e5,,,0.7106009070294784,depth_non_common
1.0,,0.5092181489811202,[8],,49,0.3163265306122449,0.2653061224489796,0.0,[],0.09356231536682665,,internvl:InternVL3_5-8B-Instruct:frame:14b0c2e5,,,0.12403628117913833,depth_object_recognition
1.0,,0.34602470498925103,[8],,53,0.7358490566037735,0.7169811320754716,0.0,[],0.20297574582896338,,internvl:InternVL3_5-8B-Instruct:frame:14b0c2e5,,,0.41138048965462953,depth_scene_sequence
1.0,,0.3616022880260415,[8],,50,0.66,0.66,0.0,[],0.19738243050115717,,internvl:InternVL3_5-8B-Instruct:frame:14b0c2e5,,,0.4130793650793651,depth_spatial_reasoning
1.0,,0.6156112001054023,[8],,449,0.6469933184855234,0.6391982182628062,0.0,[],0.14820452077256824,,internvl:InternVL3_5-8B-Instruct:frame:14b0c2e5,,,0.30818959560607667,dynamic_counting
1.0,,0.4566753425344407,[8],,322,0.515527950310559,0.4906832298136646,0.0,[],0.15663126994609045,,internvl:InternVL3_5-8B-Instruct:frame:14b0c2e5,,,0.3274559745022883,dynamic_recognition
1.0,,0.6317126658545383,[8],,155,0.4290322580645161,0.36774193548387096,0.0,[],0.14803516709395112,,internvl:InternVL3_5-8B-Instruct:frame:14b0c2e5,,,0.26297491039426524,event_action
1.0,,0.8094239309745772,[8],,139,0.5755395683453237,0.5755395683453237,0.0,[],0.07521255722694571,,internvl:InternVL3_5-8B-Instruct:frame:14b0c2e5,,,0.1486810551558753,event_counting
1.0,,0.8298229433418907,[8],,130,0.49230769230769234,0.49230769230769234,0.0,[],0.09313581155686419,,internvl:InternVL3_5-8B-Instruct:frame:14b0c2e5,,,0.18205128205128204,event_dynamic_counting
1.0,,0.7666266975741625,[8],,123,0.5813008130081301,0.5528455284552846,0.0,[],0.27186230739636963,,internvl:InternVL3_5-8B-Instruct:frame:14b0c2e5,,,0.5401084010840108,event_dynamic_recognition
1.0,,0.4470542368840596,[8],,54,0.2962962962962963,0.25925925925925924,0.0,[],0.1339660876241042,,internvl:InternVL3_5-8B-Instruct:frame:14b0c2e5,,,0.25679012345679014,event_navigation
1.0,,0.8644989281950115,[8],,57,0.8157894736842105,0.8070175438596491,0.0,[],0.374292248905252,,internvl:InternVL3_5-8B-Instruct:frame:14b0c2e5,,,0.7512670565302144,event_non_common
1.0,,0.5620641703731111,[8],,54,0.48148148148148145,0.42592592592592593,0.0,[],0.21442535435178334,,internvl:InternVL3_5-8B-Instruct:frame:14b0c2e5,,,0.33465608465608465,event_object_recognition
1.0,,0.3209793596299951,[8],,55,0.2,0.12727272727272726,0.0,[],0.05127596582004989,,internvl:InternVL3_5-8B-Instruct:frame:14b0c2e5,,,0.07866497139224413,event_scene_sequence
1.0,,0.485885491154666,[8],,55,0.509090909090909,0.4909090909090909,0.0,[],0.28304076938620315,,internvl:InternVL3_5-8B-Instruct:frame:14b0c2e5,,,0.3826406926406926,event_spatial_reasoning
1.0,,0.4392117940646546,[8],,464,0.42564655172413796,0.4224137931034483,0.0,[],0.11068142428844945,,internvl:InternVL3_5-8B-Instruct:frame:14b0c2e5,,,0.23813772117841592,light_change
1.0,,0.2965723375323605,[8],,106,0.5,0.46226415094339623,0.0,[],0.13303753154388112,,internvl:InternVL3_5-8B-Instruct:frame:14b0c2e5,,,0.2462461819842508,light_recognition
1.0,,0.32425373017513054,[8],,438,0.4349315068493151,0.4132420091324201,0.0,[],0.12920047596011008,,internvl:InternVL3_5-8B-Instruct:frame:14b0c2e5,,,0.25384316763107906,navigation
1.0,,0.3119223783873089,[8],,124,0.7701612903225806,0.75,0.0,[],0.19011237088105992,,internvl:InternVL3_5-8B-Instruct:frame:14b0c2e5,,,0.40535364368950305,non_common
1.0,,0.37172024188534913,[8],,101,0.5445544554455446,0.4158415841584158,0.0,[],0.16066323427319568,,internvl:InternVL3_5-8B-Instruct:frame:14b0c2e5,,,0.2897027453513675,object_recognition
