anls,answer_rate,answered,character_f1,conciseness_violation_rate,frame_counts,incremental_peak_gpu_gb_max,judge_evaluated,judge_label_counts,judge_soft_accuracy,judge_strict_accuracy,judge_strict_accuracy_ci95,judge_unjudgeable_rate,latency_mean_seconds,latency_median_seconds,latency_p95_seconds,max_frames_per_item,modality,model_key,normalized_exact_match,peak_gpu_gb_max,repetition_rate,rouge_l_f1,status_counts,task_aware_score,task_aware_score_ci95,throughput_qa_per_hour,token_f1,token_f1_ci95,total
0.01767184392500877,1.0,764,0.28783467450242695,0.020942408376963352,[30],,764,"{""incorrect"": 440, ""correct"": 306, ""unjudgeable"": 1, ""partially_correct"": 17}",0.4121887287024902,0.40104849279161203,"{""mean"": 0.40104849279161203, ""low"": 0.3656618610747051, ""high"": 0.4351245085190039}",0.0013089005235602095,,,,30,depth,internvl:InternVL2_5-4B:frame:15612592,0.006544502617801047,,0.003926701570680628,0.12599040526463412,"{""answered"": 764}",0.3176741270250056,"{""mean"": 0.3176741270250056, ""low"": 0.28645272782930215, ""high"": 0.3497711943280525}",,0.127248535634252,"{""mean"": 0.127248535634252, ""low"": 0.11614421787798428, ""high"": 0.14025066421537657}",764
0.03725696888873992,1.0,822,0.2797358611363142,0.032846715328467155,[30],,822,"{""partially_correct"": 38, ""incorrect"": 391, ""correct"": 393}",0.5012165450121655,0.4781021897810219,"{""mean"": 0.4781021897810219, ""low"": 0.4440389294403893, ""high"": 0.5109489051094891}",0.0,,,,30,event,internvl:InternVL2_5-4B:frame:15612592,0.031630170316301706,,0.009732360097323601,0.15460373410244277,"{""answered"": 822}",0.36711284993809684,"{""mean"": 0.36711284993809684, ""low"": 0.335701972359336, ""high"": 0.4008193019946992}",,0.1552403406697063,"{""mean"": 0.1552403406697063, ""low"": 0.14020691514738018, ""high"": 0.1708953986140303}",822
0.17143563430252312,1.0,1561,0.47706202017790894,0.010249839846252402,[30],,1561,"{""incorrect"": 629, ""correct"": 873, ""partially_correct"": 59}",0.5781550288276746,0.5592568866111467,"{""mean"": 0.5592568866111467, ""low"": 0.5361947469570788, ""high"": 0.5842408712363869}",0.0,,,,30,ir,internvl:InternVL2_5-4B:frame:15612592,0.10506085842408712,,0.005765534913516977,0.30613467064677075,"{""answered"": 1561}",0.4480250414749586,"{""mean"": 0.4480250414749586, ""low"": 0.4272016095550892, ""high"": 0.47177764890522217}",,0.3166674350782785,"{""mean"": 0.3166674350782785, ""low"": 0.30256071047587535, ""high"": 0.3321852888805539}",1561
0.1061612261088986,1.0,2318,0.4429381531561732,0.015962036238136326,[30],,2318,"{""incorrect"": 965, ""correct"": 1253, ""partially_correct"": 100}",0.5621225194132873,0.5405522001725626,"{""mean"": 0.5405522001725626, ""low"": 0.5202761000862812, ""high"": 0.5599654874892148}",0.0,,,,30,rgb,internvl:InternVL2_5-4B:frame:15612592,0.05047454702329594,,0.003882657463330457,0.2521990341555995,"{""answered"": 2318}",0.39523152469321404,"{""mean"": 0.39523152469321404, ""low"": 0.37639447839473394, ""high"": 0.41430114477114427}",,0.2594129326071772,"{""mean"": 0.2594129326071772, ""low"": 0.24838246662612357, ""high"": 0.27040224196900536}",2318
0.22443630395201075,1.0,764,0.3225922258716007,0.0,[30],,764,"{""incorrect"": 377, ""correct"": 354, ""partially_correct"": 33}",0.4849476439790576,0.46335078534031415,"{""mean"": 0.46335078534031415, ""low"": 0.4306282722513089, ""high"": 0.5}",0.0,,,,30,depth,molmo2:Molmo2-4B:frame:4ff6754c,0.21858638743455497,,0.0,0.2795125903764647,"{""answered"": 764}",0.412303664921466,"{""mean"": 0.412303664921466, ""low"": 0.37892670157068065, ""high"": 0.4467713787085515}",,0.2795125903764647,"{""mean"": 0.2795125903764647, ""low"": 0.25281413612565445, ""high"": 0.3092370979805535}",764
0.22831508515815085,1.0,822,0.32765521594738917,0.0,[30],,822,"{""partially_correct"": 41, ""correct"": 374, ""incorrect"": 407}",0.47992700729927007,0.45498783454987834,"{""mean"": 0.45498783454987834, ""low"": 0.4233576642335766, ""high"": 0.48905109489051096}",0.0,,,,30,event,molmo2:Molmo2-4B:frame:4ff6754c,0.22019464720194648,,0.0,0.25091530529486733,"{""answered"": 822}",0.4011354420113544,"{""mean"": 0.4011354420113544, ""low"": 0.3708029197080292, ""high"": 0.43527980535279803}",,0.25091530529486733,"{""mean"": 0.25091530529486733, ""low"": 0.22338083651952265, ""high"": 0.28049472830494726}",822
0.19785241450840427,1.0,1561,0.2926561701199953,0.0,[30],,1561,"{""incorrect"": 770, ""partially_correct"": 65, ""correct"": 722, ""unjudgeable"": 4}",0.48458574181117536,0.46371226718047526,"{""mean"": 0.46371226718047526, ""low"": 0.441233140655106, ""high"": 0.49261400128452154}",0.0025624599615631004,,,,30,ir,molmo2:Molmo2-4B:frame:4ff6754c,0.19538757206918642,,0.0,0.2428600108236088,"{""answered"": 1561}",0.3788226045432964,"{""mean"": 0.3788226045432964, ""low"": 0.3565026545808096, ""high"": 0.4020629665728961}",,0.2428600108236088,"{""mean"": 0.2428600108236088, ""low"": 0.22338855535524338, ""high"": 0.2617922494867892}",1561
0.14349992592011573,1.0,2318,0.24702807238724134,0.0,[30],,2318,"{""incorrect"": 1167, ""partially_correct"": 122, ""correct"": 1029}",0.4702329594477998,0.4439171699741156,"{""mean"": 0.4439171699741156, ""low"": 0.4227782571182053, ""high"": 0.4641932700603969}",0.0,,,,30,rgb,molmo2:Molmo2-4B:frame:4ff6754c,0.13977566867989646,,0.0,0.2012658490343227,"{""answered"": 2318}",0.3701707421616826,"{""mean"": 0.3701707421616826, ""low"": 0.3505208876541922, ""high"": 0.38851695232195665}",,0.2012658490343227,"{""mean"": 0.2012658490343227, ""low"": 0.18778309904761395, ""high"": 0.21455882188675351}",2318
0.24241337013087447,1.0,764,0.3881158909103857,0.003926701570680628,[30],,764,"{""incorrect"": 410, ""correct"": 336, ""partially_correct"": 18}",0.45157068062827227,0.4397905759162304,"{""mean"": 0.4397905759162304, ""low"": 0.40445026178010474, ""high"": 0.47774869109947643}",0.0,,,,30,depth,qwen_vl:Qwen3-VL-4B-Instruct:frame:6e85eecd,0.22774869109947643,,0.0013089005235602095,0.30283881276975855,"{""answered"": 764}",0.40625674350409874,"{""mean"": 0.40625674350409874, ""low"": 0.3741213419349689, ""high"": 0.44086070239040875}",,0.30283881276975855,"{""mean"": 0.30283881276975855, ""low"": 0.2738992413494762, ""high"": 0.33300272528365665}",764
0.2828698591607346,1.0,822,0.43715974278625724,0.01824817518248175,[30],,822,"{""partially_correct"": 62, ""correct"": 437, ""incorrect"": 323}",0.5693430656934306,0.5316301703163017,"{""mean"": 0.5316301703163017, ""low"": 0.4975669099756691, ""high"": 0.5656934306569343}",0.0,,,,30,event,qwen_vl:Qwen3-VL-4B-Instruct:frame:6e85eecd,0.2542579075425791,,0.004866180048661801,0.33353000356304446,"{""answered"": 822}",0.476602386158932,"{""mean"": 0.476602386158932, ""low"": 0.4459396587808762, ""high"": 0.5093432315982949}",,0.33423965482014095,"{""mean"": 0.33423965482014095, ""low"": 0.30370489086939795, ""high"": 0.3620263664968194}",822
