answer_rate,benchmark_type,bleu_4,frame_counts,input_type,judge_evaluated,judge_soft_accuracy,judge_strict_accuracy,judge_unjudgeable_rate,max_frames_per_item,meteor,modality,model_key,model_name,provider,rouge_l_f1,section
1.0,,0.16740328516381298,[30],,764,0.4121887287024902,0.40104849279161203,0.0013089005235602095,30,0.14466194380396738,depth,internvl:InternVL2_5-4B:frame:15612592,,,0.12599040526463412,
1.0,,0.2153006634713971,[30],,822,0.5012165450121655,0.4781021897810219,0.0,30,0.16683404519378484,event,internvl:InternVL2_5-4B:frame:15612592,,,0.15460373410244277,
1.0,,0.3158147578425475,[30],,1561,0.5781550288276746,0.5592568866111467,0.0,30,0.251413533276869,ir,internvl:InternVL2_5-4B:frame:15612592,,,0.30613467064677075,
1.0,,0.24025091378835547,[30],,2318,0.5621225194132873,0.5405522001725626,0.0,30,0.22156057478966917,rgb,internvl:InternVL2_5-4B:frame:15612592,,,0.2521990341555995,
1.0,,0.5301412317719975,[30],,764,0.4849476439790576,0.46335078534031415,0.0,30,0.1307891157692663,depth,molmo2:Molmo2-4B:frame:4ff6754c,,,0.2795125903764647,
1.0,,0.6200538706818193,[30],,822,0.47992700729927007,0.45498783454987834,0.0,30,0.12170496116904107,event,molmo2:Molmo2-4B:frame:4ff6754c,,,0.25091530529486733,
1.0,,0.3973585718586742,[30],,1561,0.48458574181117536,0.46371226718047526,0.0025624599615631004,30,0.11325307480121038,ir,molmo2:Molmo2-4B:frame:4ff6754c,,,0.2428600108236088,
1.0,,0.3378053547027288,[30],,2318,0.4702329594477998,0.4439171699741156,0.0,30,0.09046422227548927,rgb,molmo2:Molmo2-4B:frame:4ff6754c,,,0.2012658490343227,
1.0,,0.5532604432237858,[30],,764,0.45157068062827227,0.4397905759162304,0.0,30,0.15023007846870645,depth,qwen_vl:Qwen3-VL-4B-Instruct:frame:6e85eecd,,,0.30283881276975855,
1.0,,0.68727992638619,[30],,822,0.5693430656934306,0.5316301703163017,0.0,30,0.18652129671816844,event,qwen_vl:Qwen3-VL-4B-Instruct:frame:6e85eecd,,,0.33353000356304446,
1.0,,0.453435165596941,[30],,1561,0.6354900704676489,0.6079436258808456,0.0,30,0.1801811706416,ir,qwen_vl:Qwen3-VL-4B-Instruct:frame:6e85eecd,,,0.34222886794622936,
1.0,,0.38307253017384263,[30],,2318,0.6048317515099223,0.5815358067299397,0.0,30,0.15026846457288007,rgb,qwen_vl:Qwen3-VL-4B-Instruct:frame:6e85eecd,,,0.2856739504754691,
