answer_rate,benchmark_type,bleu_4,frame_counts,input_type,judge_evaluated,judge_soft_accuracy,judge_strict_accuracy,judge_unjudgeable_rate,max_frames_per_item,meteor,modality,model_key,model_name,provider,rouge_l_f1,section
1.0,,0.24899138290261055,[30],,429,0.5920745920745921,0.5454545454545454,0.0,30,0.190110553360266,,internvl:InternVL2_5-4B:frame:15612592,,,0.24262828496175273,action
1.0,,0.2665390199730563,[30],,450,0.6344444444444445,0.6311111111111111,0.0,30,0.27784385569311804,,internvl:InternVL2_5-4B:frame:15612592,,,0.28407111448743344,counting
1.0,,0.19873357966254662,[30],,151,0.4105960264900662,0.37748344370860926,0.0,30,0.1334018906654626,,internvl:InternVL2_5-4B:frame:15612592,,,0.13063072625176658,depth_action
1.0,,0.14624425896001125,[30],,103,0.10679611650485436,0.10679611650485436,0.0,30,0.09781760865437557,,internvl:InternVL2_5-4B:frame:15612592,,,0.0878526004739597,depth_counting
1.0,,0.17844457464928956,[30],,118,0.4491525423728814,0.4491525423728814,0.0,30,0.09671478609277805,,internvl:InternVL2_5-4B:frame:15612592,,,0.07371202244083601,depth_dynamic_counting
1.0,,0.17127727964393835,[30],,131,0.46564885496183206,0.4580152671755725,0.0,30,0.13921085059844554,,internvl:InternVL2_5-4B:frame:15612592,,,0.12332780226808067,depth_dynamic_recognition
1.0,,0.14939738396714675,[30],,53,0.6037735849056604,0.5849056603773585,0.0,30,0.21469990981572787,,internvl:InternVL2_5-4B:frame:15612592,,,0.20166360646382844,depth_navigation
1.0,,0.14495277998086517,[30],,56,0.6607142857142857,0.6607142857142857,0.0,30,0.22265321038644353,,internvl:InternVL2_5-4B:frame:15612592,,,0.15842897495153135,depth_non_common
1.0,,0.1378488671968014,[30],,49,0.21428571428571427,0.1836734693877551,0.0,30,0.10868453859860949,,internvl:InternVL2_5-4B:frame:15612592,,,0.0810612290204127,depth_object_recognition
1.0,,0.14120045143032173,[30],,53,0.5849056603773585,0.5849056603773585,0.0,30,0.14740619057030047,,internvl:InternVL2_5-4B:frame:15612592,,,0.15005102377466417,depth_scene_sequence
1.0,,0.18113523547235563,[30],,50,0.3469387755102041,0.3469387755102041,0.02,30,0.273362284071383,,internvl:InternVL2_5-4B:frame:15612592,,,0.2228750628456511,depth_spatial_reasoning
1.0,,0.3098452203983575,[30],,449,0.6291759465478842,0.6258351893095768,0.0,30,0.19496058964475346,,internvl:InternVL2_5-4B:frame:15612592,,,0.24611456790654457,dynamic_counting
1.0,,0.35443511786228354,[30],,322,0.5714285714285714,0.5527950310559007,0.0,30,0.24069564399396282,,internvl:InternVL2_5-4B:frame:15612592,,,0.3349795934493452,dynamic_recognition
1.0,,0.25474362439144643,[30],,155,0.4612903225806452,0.4258064516129032,0.0,30,0.16612544808954993,,internvl:InternVL2_5-4B:frame:15612592,,,0.17015821623032248,event_action
1.0,,0.20705842146538225,[30],,139,0.5683453237410072,0.5683453237410072,0.0,30,0.1875561267361649,,internvl:InternVL2_5-4B:frame:15612592,,,0.15969334422571832,event_counting
1.0,,0.227424200002816,[30],,130,0.4,0.4,0.0,30,0.08733047763455495,,internvl:InternVL2_5-4B:frame:15612592,,,0.07757347915242652,event_dynamic_counting
1.0,,0.2550420411158092,[30],,123,0.573170731707317,0.5528455284552846,0.0,30,0.19886936266627425,,internvl:InternVL2_5-4B:frame:15612592,,,0.22289733753148389,event_dynamic_recognition
1.0,,0.19367107183037024,[30],,54,0.3888888888888889,0.3333333333333333,0.0,30,0.14418430408163965,,internvl:InternVL2_5-4B:frame:15612592,,,0.13637239495101328,event_navigation
1.0,,0.14831757172440885,[30],,57,0.9298245614035088,0.9298245614035088,0.0,30,0.22752125479235352,,internvl:InternVL2_5-4B:frame:15612592,,,0.17332652365648943,event_non_common
1.0,,0.28107616934363266,[30],,54,0.49074074074074076,0.4444444444444444,0.0,30,0.2375809957801241,,internvl:InternVL2_5-4B:frame:15612592,,,0.22080869909817277,event_object_recognition
1.0,,0.10009211312207804,[30],,55,0.20909090909090908,0.12727272727272726,0.0,30,0.050045779683720176,,internvl:InternVL2_5-4B:frame:15612592,,,0.042313403394511485,event_scene_sequence
1.0,,0.1487259476020676,[30],,55,0.4909090909090909,0.4727272727272727,0.0,30,0.23940708691520188,,internvl:InternVL2_5-4B:frame:15612592,,,0.1730330572576562,event_spatial_reasoning
1.0,,0.35650899179191786,[30],,464,0.6056034482758621,0.603448275862069,0.0,30,0.22779629850245012,,internvl:InternVL2_5-4B:frame:15612592,,,0.32807957322100423,light_change
1.0,,0.1735233523230859,[30],,106,0.5377358490566038,0.5,0.0,30,0.26466738917424654,,internvl:InternVL2_5-4B:frame:15612592,,,0.2405852015357853,light_recognition
1.0,,0.24547015591038246,[30],,438,0.4965753424657534,0.4726027397260274,0.0,30,0.18177360178045066,,internvl:InternVL2_5-4B:frame:15612592,,,0.2267019531535906,navigation
1.0,,0.13108609502230595,[30],,124,0.8387096774193549,0.8306451612903226,0.0,30,0.21472796165134173,,internvl:InternVL2_5-4B:frame:15612592,,,0.20396316542284992,non_common
1.0,,0.21440869457941672,[30],,101,0.5,0.42574257425742573,0.0,30,0.29125888298744784,,internvl:InternVL2_5-4B:frame:15612592,,,0.26502330668071294,object_recognition
1.0,,0.21060507157151137,[30],,480,0.503125,0.46458333333333335,0.0,30,0.20222920593978075,,internvl:InternVL2_5-4B:frame:15612592,,,0.23476861175781097,scene_sequence
1.0,,0.36996773172379027,[30],,101,0.504950495049505,0.48514851485148514,0.0,30,0.5750681698057867,,internvl:InternVL2_5-4B:frame:15612592,,,0.5316398812803766,spatial_reasoning
1.0,,0.24622476137313654,[30],,415,0.4746987951807229,0.4602409638554217,0.0,30,0.26467732884871287,,internvl:InternVL2_5-4B:frame:15612592,,,0.28124197408375823,text_recognition
1.0,,0.2412903056018785,[30],,429,0.4184149184149184,0.3543123543123543,0.0,30,0.06837756199189285,,molmo2:Molmo2-4B:frame:4ff6754c,,,0.15361478718122074,action
1.0,,0.5375192775573634,[30],,450,0.4666666666666667,0.46444444444444444,0.0,30,0.04105385115724336,,molmo2:Molmo2-4B:frame:4ff6754c,,,0.09144586232099132,counting
1.0,,0.4715232193371881,[30],,151,0.4105960264900662,0.3509933774834437,0.0,30,0.1065410259710114,,molmo2:Molmo2-4B:frame:4ff6754c,,,0.22041942604856513,depth_action
1.0,,0.5693220957156386,[30],,103,0.21359223300970873,0.21359223300970873,0.0,30,0.03736157951943145,,molmo2:Molmo2-4B:frame:4ff6754c,,,0.07799352750809062,depth_counting
1.0,,0.7071958994701241,[30],,118,0.6186440677966102,0.6186440677966102,0.0,30,0.09927188562335752,,molmo2:Molmo2-4B:frame:4ff6754c,,,0.20677966101694914,depth_dynamic_counting
1.0,,0.6122834406797647,[30],,131,0.5152671755725191,0.5114503816793893,0.0,30,0.21341644318830896,,molmo2:Molmo2-4B:frame:4ff6754c,,,0.43936750272628133,depth_dynamic_recognition
1.0,,0.2992657282268168,[30],,53,0.5094339622641509,0.5094339622641509,0.0,30,0.12053763657753122,,molmo2:Molmo2-4B:frame:4ff6754c,,,0.2943396226415094,depth_navigation
1.0,,0.791906697377786,[30],,56,0.9017857142857143,0.8928571428571429,0.0,30,0.3909501454144311,,molmo2:Molmo2-4B:frame:4ff6754c,,,0.8048469387755102,depth_non_common
